name,degree,review num,address,tel
영수분식,4.2,157.0,서울 성동구 성덕정15길 2-12,02-465-5960
스타벅스 금호역점,4.3,29.0,서울 성동구 동호로 99,1522-3232
젤코바세라타,4.4,62.0,서울 성동구 왕십리로16길 15-1 1층,
치카이라멘 옥수본점,4.4,65.0,서울 성동구 한림말3길 15-16 1층,010-3750-1359
고로고로 성수,3.8,785.0,서울 성동구 아차산로13길 16 램킨상가 1층 101~103호,
육회바른연어 왕십리점,3.6,97.0,서울 성동구 왕십리로 287-1,02-2292-8226
올드핸즈,4.9,95.0,서울 성동구 금호로 80-1 1층,070-7797-7352
소바마에니고,3.4,119.0,서울 성동구 연무장길 39-15 지층,0502-5550-9059
나인헤르츠,3.4,75.0,"서울 성동구 왕십리로 285 1,2층",
CAFE GREEN,4.6,151.0,서울 성동구 왕십리로 410 센트라스 J동 1층 107호,02-6487-1337
레이더,3.2,304.0,"서울 성동구 연무장길 39-29 1, 2층",02-6080-3929
키키노히호 성수점,4.3,206.0,서울 성동구 연무장7가길 6-1 1층,070-7545-6762
스타벅스 성수낙낙,3.9,34.0,서울 성동구 광나루로8길 31 성수SKV1 2동 1층 101호,1522-3232
이돈집,4.2,55.0,서울 성동구 마조로3길 7 1층,
라무진 성수카페거리점,4.1,20.0,서울 성동구 성수이로14길 1 1층,02-469-1999
삽다리곱창,4.4,115.0,서울 성동구 상원길 17 1층,02-468-9985
두께,4.7,58.0,서울 성동구 청계천로 484 청계벽산아파트상가 1층 110호,02-2291-3006
왕십리통골뱅이 본점,3.4,85.0,서울 성동구 왕십리로24길 7-1 1층,02-2236-9292
보끔당 성수점,4.9,195.0,서울 성동구 아차산로 103 영동테크노타워 102호,02-466-1559
제이드앤워터,3.9,256.0,서울 성동구 한림말3길 29 2층 201호,02-2296-3003
또보겠지떡볶이 말랑쉼표성수점,4.6,330.0,서울 성동구 왕십리로4길 19-1 하늘빌딩 2층,0502-5550-3553
오푸,3.5,144.0,서울 성동구 뚝섬로 408-7 3층,
고기다,3.0,89.0,서울 성동구 성수일로12길 20 1층 102호,0507-1320-9209
르알래스카,4.1,432.0,서울 성동구 연무장길 20-1 지하1층,02-6465-9244
세븐버거스 어 위크,5.0,693.0,서울 성동구 왕십리로10길 5-6 1층,070-4010-8911
경기집,4.7,24.0,서울 성동구 살곶이길 18 성동안심상가 마장청계점 401호,02-2294-8774
담쟁이,4.4,29.0,서울 성동구 왕십리로20길 11-1,02-2282-5264
어반스푼,3.7,23.0,서울 성동구 독서당로 223 래미안옥수리버젠아파트 상가 1층,02-2291-0737
용답기사식당,4.8,12.0,서울 성동구 천호대로 352-13 1층,02-2246-2231
특우정,3.0,22.0,서울 성동구 무학로12길 13,02-2293-7575
타쿠,4.7,17.0,서울 성동구 용답중앙길 47-1,02-2243-1209
팀메리,4.1,96.0,서울 성동구 마조로11길 5 1층,02-2291-0065
요시,3.5,282.0,서울 성동구 서울숲6길 22 1층,0507-1371-2074
전주영양찰솥밥,3.9,107.0,서울 성동구 한림말길 18 1층,02-2282-0220
맛차차,3.3,122.0,서울 성동구 서울숲2길 18-11,
천하제일솥뚜껑,4.0,225.0,서울 성동구 성수이로7길 27 서울숲코오롱디지털타워2차 1층 105-1호,02-499-1994
황소곱창,3.5,96.0,서울 성동구 마조로5길 3 1층,02-2294-2066
코너룸,4.4,539.0,서울 성동구 상원길 64 2층 201호,02-6951-0323
레츠잇치킨,3.9,16.0,서울 성동구 왕십리로4길 12 1층,070-4106-8088
메쉬커피,3.6,97.0,서울 성동구 서울숲길 43,02-464-7078
더 곱,4.2,142.0,서울 성동구 마조로7길 7 1층,
정돈 성수점,3.8,498.0,서울 성동구 왕십리로 83-21 지하1층,0507-1460-7622
Stdo,3.2,60.0,서울 성동구 서울숲4길 12-8 용빌딩 1층,02-499-9100
장성식당,4.4,33.0,서울 성동구 용답길 157-31 1층,02-2249-6322
스타벅스 왕십리역9번출구점,3.9,68.0,서울 성동구 고산자로 234,1522-3232
송강제면소,3.4,98.0,서울 성동구 광나루로 320-1 1층,02-2205-0936
육전국밥 성수역점,3.2,73.0,서울 성동구 아차산로 88,02-497-3731
에스메로,4.4,78.0,서울 성동구 뚝섬로13길 36 9층,02-6951-2884
노모어피자 서울숲점,3.7,329.0,서울 성동구 서울숲2길 26 1층,070-5175-1335
수제비먹는닭갈비,3.0,74.0,서울 성동구 왕십리로 319 1층,02-2297-8522
죽변항,3.1,32.0,서울 성동구 상원길 40,02-465-7487
연탄불꼼장어,4.4,56.0,서울 성동구 상원길 11,
손건호의 한우일번지,3.2,12.0,서울 성동구 고산자로 354 1층,
다이닝목로 성수점,4.5,766.0,서울 성동구 연무장7가길 1 1층,02-498-5180
어흥식당 왕십리점,3.9,201.0,서울 성동구 왕십리광장로 17 민자역사 4층 B-05 파츠쿠스복도 끝 GGV퇴실로에,02-2281-8849
블랙로드커피 성수,4.8,15.0,서울 성동구 서울숲2길 19-18 2층,0502-5551-3997
전주대박집,4.6,11.0,서울 성동구 살곶이길 18 성동안심상가 마장청계점 3층 301호,02-2294-3939
왕십리주먹고기,4.3,37.0,서울 성동구 행당로17길 13,
여운,4.8,63.0,서울 성동구 마조로3길 7-1 1층,
본지르르 성수점,4.6,353.0,"서울 성동구 광나루로4가길 13 지하1층, 1-2층",
용문집 본점,5.0,10.0,서울 성동구 살곶이길 18 성동안심상가 마장청계점 501호,02-2292-2218
구펠,4.7,105.0,"서울 성동구 왕십리로14길 30-1 지하1층, 1,2층",010-8431-1430
토라식당,3.4,168.0,서울 성동구 연무장7가길 6-1 지하1층,
맥도날드 한양대점,3.5,22.0,서울 성동구 왕십리로 227,02-6215-3200
정통집 왕십리한양대점,3.4,70.0,서울 성동구 마조로1가길 11 1층,02-2291-9460
군자대한곱창 한양대점,4.0,38.0,서울 성동구 마조로7길 9 1층,02-2282-7890
노모어피자 왕십리점,4.7,16.0,서울 성동구 마장로 137 텐즈힐 221동 1109호,02-2039-1682
동네언니,4.1,15.0,서울 성동구 장터길 38-1,02-2281-0910
이월로스터스 성수점,4.1,76.0,서울 성동구 서울숲2길 46,070-7755-2568
피카워크샵,4.9,26.0,서울 성동구 상원10길 23 1층,
시즈니,4.7,167.0,서울 성동구 서울숲6길 14 거암아트빌라 2층 201호,0507-1340-4979
굿갓레스토랑 성수역점,4.0,209.0,서울 성동구 연무장길 41-22 2층 201호,0507-1330-2497
까망,4.4,268.0,서울 성동구 연무장5가길 20 2층,070-4145-5546
일루오리,4.1,23.0,서울 성동구 성수일로8길 40,02-415-5292
제주삼다돈 왕십리점,3.5,14.0,"서울 성동구 왕십리로 273-16 행당빌딩 1,2층",02-2282-7913
