이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
미강식당,삼겹살,4.5,408,"서울 송파구 백제고분로 122 1층 103호
(지번) 잠실동 294-3",37.50625938,127.0803919,0502-5550-4555,"벌집껍떼기 (9,000원), 커플세트(삼겹,목살,항정 각 120g씩,껍데기 1장+찌개) (57,000원), 숙성삼겹살 (18,000원), 통목살 (18,000원), 꽃항정살 (20,000원), 왕갈비 된장찌개 (9,000원), 물/비빔냉면 (5,000원), 공기밥 (1,500원), 모짜치즈계란찜 (6,000원), 3인세트(삼겹,목살,항정 600g,껍데기 1장+찌개) (85,000원), 4인세트(삼,목,항 750g,껍1장,찌개)2,천원 할인 (102,500원)",영업시간 월~금 16:30 ~ 23:00
천미미,중국요리,3.7,597,"서울 송파구 송파대로28길 20 세화빌딩 1층
(지번) 가락동 79-4",37.49414497,127.1202216,02-431-4300,메뉴 없음,매일 11:20 ~ 21:30
문어세상해천탕 잠실본점,"해물,생선",3.6,23,"서울 송파구 오금로 169
(지번) 방이동 114-5",37.50991331,127.1135394,02-425-0995,"해천탕 (닭) (90,000원), 해천탕 (소갈비)(2인분) (70,000원), 문어연포탕 (소) (70,000원), 해신탕 (소) (80,000원), 홍합칼국수 (점심메뉴) (8,000원), 낙지탕탕이 (20,000원), 문어두루치기 (30,000원), 문어볶음 (점심메뉴)(2인분이상) (10,000원), 꼬막비빔밥 (점심메뉴) (10,000원), 전복정식 (점심메뉴) (11,000원), 해물갈비탕 (점심메뉴) (12,000원), 전복해물갈비탕 (점심메뉴) (14,000원)",매일 11:30 ~ 23:00
황산냉면,냉면,4.2,115,"서울 송파구 가락로 257 1층
(지번) 방이동 136-9",37.51094735,127.1184529,02-3431-2262,"어복쟁반 (소) (32,000원), 회냉면 (11,000원), 물냉면 (10,000원), 비빔냉면 (10,000원), 비빔밀면 (10,000원), 육개장 (10,000원), 물밀면 (10,000원), 닭개장 (10,000원), 장국밥 (10,000원), 떡만두국 (10,000원), 메밀전(소) (6,000원), 메밀전(대) (9,000원)",월요일
보길,일식,4.5,285,"서울 송파구 오금로16길 10-8 1층 101호
(지번) 송파동 57-16",37.51098561,127.108441,0507-1369-6372,"보길도 참전복 솥밥 (19,000원), 간장 전복장+버섯 솥밥 (21,000원), 간장 돌문어장+버섯 솥밥 (19,000원), 국내산 장어 솥밥(반마리) (29,000원), 전복 문어 떡갈비+버섯솥밥 (21,000원), 떡갈비 솥밥 (18,000원), 간장새우장+버섯솥밥 (17,000원), 참치등살카이센동 (29,000원), 스테이크 솥밥 (21,000원), 돼지 불고기+버섯 솥밥 (17,000원), 생연어 덮밥 (17,000원), 야끼 연어 덮밥 (17,000원), 참치연어사시미(2~3인) (47,000원), 참치 사시미(2인) (47,000원), 연어사시미(2~3인) (40,000원), 보길도 돌문어 숙회 (23,000원), 보길도 간장 돌문어장 (25,000원), 보길도 참전복 장 (25,000원), 돼지불고기 (20,000원), 파 문어 튀김 (17,000원)",월요일
평양만두한상,한식,4.5,199,"서울 송파구 양재대로71길 28-22 1층
(지번) 방이동 191-13",37.51201364,127.124539,0503-7150-6820,"어복쟁반 (80,000원), 만두전골한상 소(2인) (30,000원), 만두전골한상 중(2~3인) (38,000원), 만두전골한상 대(3~4인) (48,000원), 보쌈한상 (45,000원), 한우수육 (35,000원), 손만두국 (12,000원), 떡만두국 (12,000원), 접시손만두 (10,000원), 만두짜글이 (10,000원), 보쌈정식 (15,000원), 국산녹두전 (18,000원), 부추전 (14,000원), 칼만두국 (12,000원), 냉만두국 (여름한정) (12,000원), 콩국수 (여름한정) (10,000원), 만두 백짜글이 (10,000원), 떡국 (9,000원)",월~금 15:00 ~ 17:00
태양곱창 본점,"곱창,막창",4.5,376,"서울 송파구 오금로15길 14 1층 태양곱창 본점
(지번) 방이동 71-1",37.51275491,127.1097134,070-4304-0308,"돼지곱창전골 (소) (35,000원), 돼지곱창전골 (중) (40,000원), 돼지곱창전골 (대) (45,000원), 야채곱창 (15,000원), 곱창국밥(점심) (10,000원), 치즈 감자전 (15,000원), 콘치즈 (8,000원), 야채추가(쑥갓&깻잎) (4,000원), 볶음밥 (4,000원), 공기밥 (1,000원), 곱창구이(안주) (15,000원)",월~금 15:00 ~ 17:00
아궁이왕돌구이,삼겹살,4,75,"서울 송파구 백제고분로7길 15-5 1층
(지번) 잠실동 178-5",37.51080481,127.0804588,02-414-3949,"대패삼겹살 (15,000원), 왕돌생삼겹살 (17,000원), 목살소금구이 (17,000원), 차돌버섯구이 (27,000원), 왕돌항정살 (21,000원), 왕돌가브리살 (21,000원), 생오리반마리 (40,000원), 생오리한마리 (70,000원), 매운쭈꾸미 (30,000원), 홍어한접시 (30,000원), 수육한접시 (20,000원), 된장술밥 (10,000원), 백반정식 (9,000원), 김치찌개 (10,000원), 된장찌개 (10,000원), 전주비빔밥 (10,000원), 돌솥비빔밥 (12,000원), 청국장비빔밥 (12,000원), 돼지두루치기 (13,000원), 함흥냉면 (9,000원), 열무냉국수 (8,000원), 얼큰칼국수 (8,000원), 잔치국수 (8,000원)",월~금 15:00 ~ 17:00
장수식당,한식,3.5,157,"서울 송파구 삼전로 95 1층
(지번) 잠실동 252-11",37.5070364,127.089907,02-415-4148,"모둠부대찌개 (11,000원), 장수부대찌개 (10,000원), 김치삼겹살(180g) (17,000원), 삼겹두루치기(180g) (17,000원)",월~토 15:00 ~ 17:00
홀짝집,"육류,고기",4.1,139,"서울 송파구 백제고분로7길 16-16 1층 101호
(지번) 잠실동 193-4",37.50977641,127.0807096,0503-7150-4431,"돼지김치구이 (1인분) (13,900원), 차돌김치구이 (1인분) (14,900원), 볶음밥 (5,000원), 차돌양념구이 (14,900원)",월요일
이랑칼국수,칼국수,3.4,103,"서울 송파구 백제고분로41길 6
(지번) 송파동 21-6",37.50680229,127.1085909,02-416-0603,"닭한마리 칼국수 (10,000원), 낙지한마리 수제비 (9,000원), 바지락 칼국수 (8,000원), 얼큰 칼국수 (8,000원), 들깨 수제비 (9,000원)",월~토 15:00 ~ 17:00
크래버대게나라 잠실본점,"게,대게",4.1,432,"서울 송파구 위례성대로 92 1층
(지번) 방이동 165-4",37.51367452,127.1222413,02-412-2338,"대게 코스 (특A) (1kg) (변동가격), 킹크랩 코스 (특A) (1kg) (변동가격), 랍스타 코스 (특A) (1kg) (변동가격)",매일 11:30 ~ 23:00
어양,중국요리,3.9,137,"서울 송파구 위례성대로 14 한미타워 지하1층
(지번) 방이동 45",37.51659259,127.1139562,02-422-8886,"죽통죽생송이스프 (1인분) (14,000원), 철판흑후추 토마토 새우 (S) (38,000원), 두반메로 (S) (45,000원), 돼지고기 냉채 (S) (27,000원), 쇠고기 탕수육 (S) (33,000원)",매일 15:00 ~ 17:30
별미곱창 본점,"곱창,막창",3.4,341,"서울 송파구 오금로11길 11 1층
(지번) 방이동 28-7",37.51465088,127.1083602,02-413-3610,메뉴 없음,매일 11:00 ~ 02:00
위커파크,카페,3.8,189,"서울 송파구 석촌호수로 298 잠실대우레이크월드 103-1호
(지번) 송파동 58-1",37.51156945,127.1081585,010-2942-0447,"에스프레소 (4,500원), 아메리카노 (5,000원), 플랫화이트 (5,500원), 라떼 (5,500원), 스트로베리&망고 에이드 (6,500원)",매일 10:00 ~ 22:00
고구려민속주막,"호프,요리주점",3.8,65,"서울 송파구 올림픽로32길 18 경진빌딩 지하1층
(지번) 방이동 64-6",37.51441438,127.1091298,02-412-1444,"김치전골 (16,000원), 골뱅이쫄면 (17,000원), 굴전 (17,000원), 낙지볶음+소면 (18,000원), 왕새우튀김 (14,000원)","영업시간 월,화,수,목,일 17:00 ~ 02:00"
옥돌현옥,냉면,4.2,234,"서울 송파구 오금로36길 26-1 1층
(지번) 가락동 19-7",37.50153437,127.1240729,02-404-4824,"평양냉면（물냉면） (15,000원), 평양냉면（비빔냉면） (15,000원), 담백한 손만두 (4알) (9,000원), 한우 사태 수육 (240g) (34,000원), 삼겹살 냉제수육(240g) (28,000원), 한우암소냉면 육수（캔） (6,000원)","월,수,목,금 15:00 ~ 17:00"
미스틱래빗,커피전문점,3.4,720,"서울 송파구 백제고분로 426 백상빌딩 1층 107~109호
(지번) 송파동 135",37.50882621,127.1116941,0502-5550-2633,"페스츄리와플 (2,900원), 스모어초코와플 (12,900원), 애플시나몬 (4,500원), 복숭아빙수 (변동가격), 아메리카노 (4,500원), 카페라떼 (5,800원), 수제바닐라빈라떼 (6,200원), 아인슈페너 (6,500원), 상큼자두에이드 (6,500원), 로열밀크티 (6,500원)",매일 11:00 ~ 23:00
횡성한우촌,"육류,고기",4.7,26,"서울 송파구 중대로 24 올림픽훼미리타운상가 1층 135,140호
(지번) 문정동 150",127.1110591,37.4881257,02-448-7794,"한우살치살 (168,000원), 한우치마살 (168,000원), 한우안창살 (168,000원), 한우차돌박이 (90,000원), 한우육회 (12,700원), 육회비빔밥 (12,000원), 차돌된장찌개 (9,000원)",매일 15:00 ~ 16:30
더팬런던테이블,양식,4.6,64,"서울 송파구 삼학사로18길 3-27 평강빌딩 1층 102호
(지번) 석촌동 2-2",37.50565083,127.0976212,070-4148-5609,"베림프 with 샐러드 (15,000원), 본갈비살 라이스 (20,800원), 더 팬 안심 스테이크(150g) (28,000원), 닐스야드 스테이크 치즈샌드 (18,000원), 말리본브런치 (19,000원), 펍 샌드위치 (14,000원), 아보카도오픈샌드위치 (19,000원), 토마토파스타 (13,000원), 버로우봉골레 (15,000원), 도버마리나라파스타 (19,000원), 리코타치즈샐러드 (13,000원), 런던테이블크림파스타 (13,000원)",월요일
마포숯불갈비,갈비,4.3,25,"서울 송파구 성내천로 223 1층
(지번) 마천동 158-2",37.49976235,127.1525585,02-430-9757,"수제돼지갈비 (250g) (14,000원), 삼겹살 (200g) (14,000원), 쌈밥 (13,000원), 주물럭 (200g) (14,000원), 수제소갈비 (300g) (30,000원), 소갈비살 (200g) (17,000원), 왕갈비탕 (13,000원), 곤드레돌솥밥 (8,000원), 해물된장찌개 (6,000원), 냉면 (4,000원), 누룽지 (4,000원), 뚝배기된장밥 (4,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00
대박쌈,한식,4.5,694,"서울 송파구 오금로13길 13 도솔 1층
(지번) 방이동 62-6",37.51355789,127.1091273,02-422-5594,"꼬막찜 (20,000원), 꼬막무침 (33,000원), 마약육전 (중) (34,000원), 간장새우 (25,000원), 찰순대 (11,000원), 레몬 (3,000원), 라면 (8,000원), 해장해물뚝배기라면 (15,000원), 짜파게티 (8,000원), 어묵탕 (25,000원), 홍어삼합 (63,000원), 보쌈 (45,000원), 새우구이 (35,000원), 갑오징어무침 (39,000원), 쭈꾸미볶음 (33,000원), 골뱅이무침 (31,000원), 순쌈 (48,000원), 모듬쌈 (50,000원)",월~토 15:00 ~ 02:00
방이동쭈꾸미,"해물,생선",4.4,138,"서울 송파구 오금로11길 11-8 112호
(지번) 방이동 34-2",37.51498173,127.1087478,02-417-9916,"오리지널쭈꾸미 (30,000원), 쭈삼（쭈꾸미 ＋ 삼겹살） (30,000원), 쭈닭（쭈꾸미＋닭발） (30,000원), 쭈삼닭（쭈꾸미 ＋ 삼겹살 ＋ 닭발 ） (45,000원), 떡 (4,000원), 우동 (4,000원), 눈꽃치즈 (4,000원), 삼겹살 추가 (10,000원), 닭발 추가 (10,000원), 공기밥 (1,000원), 날치알볶음밥 (4,000원), 들깨미역국 (5,000원), 계란찜 (5,000원), 비법양념 추가（비조리） (4,000원), 콘치즈 샐러드 (4,000원), [반찬] 메추리알 추가 (1,000원), 날치알 추가（30g） (1,000원), 날치알주먹밥 (5,000원), 코카콜라 355mL (2,000원), 칠성 사이다 355mL (2,000원), 펩시제로 355mL (2,000원)",월~금 15:00 ~ 17:00
123생선구이,"해물,생선",4.5,35,"서울 송파구 가락로33길 30 1층
(지번) 방이동 117",37.50987224,127.1143629,02-419-3455,"생선구이 세트(3인분) (28,000원), 참가자미+된장찌개 (10,000원), 임연수어+된장찌개 (10,000원), 갈치조림 (11,000원), 오징어볶음+된장찌개(2인분) (18,000원), 김치찌개 (8,000원), 고등어조림 (10,000원), 꽁치조림 (9,000원), 고등어+된장찌개 (10,000원), 삼치+된장찌개 (9,000원), 꽁치+된장찌개 (9,000원)",월~금 15:30 ~ 17:00
베이커온도,"제과,베이커리",4.2,54,"서울 송파구 백제고분로45길 17 103호
(지번) 송파동 42-1",37.50968122,127.1095301,070-4151-4986,"초코생크림castella (6,800원), 순우유생크림팥빵／ (4,000원), 오승석카스테라 (6,500원), 사과브리오슈／ (6,300원), 공주밤브리오슈／ (6,300원), 촉촉마늘빵／ (5,500원), 소세지빵／ (3,800원), 슈크림빵／ (3,000원), 소보로빵／ (2,800원), 단팥빵／ (2,800원), 크럼블／ (4,200원), 아몬드바게트／ (3,500원), 햄치즈토스트／ (3,800원), 브레첼／재고1 (3,300원), 버터브레첼／재고1 (4,500원), 블루베리 맘모스하프／ (4,500원), 모닝빵4개／재고1 (2,800원), 버터롤3개／재고1 (2,800원), 초코퐁듀4조각／재고1 (5,500원), 플레인치아바타／ (3,500원), 올리브롤치즈치아바타／ (4,800원), 크렌베리깜파뉴／ (4,800원), 무화과깜파뉴／ (5,500원), 우유식빵 대／ (6,500원), 우유식빵 소／ (3,800원), 빨미까레／ (3,800원), 바닐라까눌레／ (2,800원), 초코초코칩쿠키 (5,300원), 코코넛쿠키 (5,300원), 스모어화이트쿠키／ (3,500원)",월~금 09:00 ~ 22:00
시그니엘서울 스테이,양식,3.5,136,"서울 송파구 올림픽로 300 81층
(지번) 신천동 29",37.51371299,127.1043018,02-3213-1230,"LUNCH STAY Fun (120,000원), LUNCH STAY Emotion (138,000원), DINNER STAY Modern (210,000원), DINNER STAY Must Try (260,000원)",매일 14:30 ~ 18:00
팔팔감자탕,감자탕,4.5,27,"서울 송파구 백제고분로7길 6-5 1층 101호
(지번) 잠실동 195-1",37.51002337,127.0795286,02-423-9868,"감자탕(소) (30,000원), 감자탕(중) (38,000원), 감자탕(대) (45,000원), 묵은지감자탕(소) (33,000원), 묵은지감자탕(중) (42,000원), 묵은지감자탕(대) (48,000원), 뼈해장국 (10,000원), 차돌김치해장국 (10,000원), 닭볶음탕(대) (40,000원), 닭볶음탕(중) (35,000원)",매일 10:00 ~ 22:00
윤익 다이닝펍,양식,3.4,333,"서울 송파구 송파대로30길 41-31 1층
(지번) 가락동 74-9",37.49736517,127.120392,010-4929-8498,"티본스테이크 (99,000원), 포터하우스스테이크 (115,000원), 트러플 크림 페투치네 (23,000원), 리코타치즈 샐러드 (16,000원), 통베이컨 크림 스파게티 （베이컨100g） (22,000원), 해산물 토마토 스파게티 (23,000원), 소고기 로제 스파게티 （소고기150g） (24,000원), 키조개 오일 페투치네 (22,000원), 토마토 라구 페투치네 (23,000원), 페페로니 피자 (19,500원), 고르곤졸라 피자 (19,500원), 하우스 샐러드 (11,000원), 윤익 샐러드 （베이컨100g） (16,000원), 까수엘라 (23,000원), 아스파라거스그릴 (16,000원), 치즈 플레이트 (28,000원), 밥 (2,000원), 치아바타 빵 (3,000원), 라임 슬라이스 (3,000원), 그릴야채 (10,000원), 분다버그 핑크자몽 375mL (4,000원), 분다버그 레몬라임비터 375mL (4,000원), 분다버그 진저비어 375mL (4,000원), 골드메달 애플주스 296mL (3,000원), 페리에 라임 330mL (3,000원), 콜라 245mL (1,500원), 사이다 245mL (1,500원), 토닉워터 300mL (1,500원)",월요일
논현삼계탕죽 송파본점,삼계탕,3.3,23,"서울 송파구 송이로 138 1층
(지번) 가락동 122-1",37.49429152,127.1234952,02-418-3377,"삼계탕 (21,000원), 전기구이 (17,000원), 치킨탕수육 (17,000원), 전복삼계탕 (30,000원), 닭볶음탕 (45,000원), 전복죽 (19,000원), 소고기버섯죽 (12,000원), 옻계탕 (22,000원), 윙&봉 (17,000원), 닭죽 (11,000원)",매일 10:00 ~ 22:00
장원보쌈왕족발,"족발,보쌈",3,52,"서울 송파구 백제고분로7길 46 1층
(지번) 잠실동 186",37.51066187,127.0838813,02-423-8555,"[SBS 생방송투데이] 소개된보쌈 (35,000원), 쟁반국수 (18,000원), 왕족발 (38,000원), 장원모듬보쌈&족발 (51,000원), 기본족발 (29,000원), 보쌈 추가 (20,000원), 쟁반국수 (7,000원), 보쌈김치 추가 (5,000원), 보쌈김치속 추가 (5,000원), 공기밥 (1,000원), 족발 추가 (22,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원)",매일 11:00 ~ 22:00
토마루해물칼국수,칼국수,4,235,"서울 송파구 백제고분로15길 6 1층
(지번) 잠실동 233-11",37.50589182,127.0848225,02-416-2731,"해물칼국수 (10,000원), 고기 왕만두 (10,000원), 반반왕만두 (10,000원), 왕만두국 (10,000원), 만두전골 (소) (30,000원), 만두전골 (대) (40,000원), 콩국수 (11,000원)",매일 15:00 ~ 17:00
산삼청각,갈비,3.3,109,"서울 송파구 송이로 151
(지번) 가락동 124-1",37.49350614,127.1249181,02-431-3007,"양념본갈비 (230g) (45,000원), 생본갈비 (200g) (46,000원), 토종한우 생등심 (130g) (65,000원), 토종한우 꽃등심 (130g) (75,000원), 한돈숯불구이 (220g) (22,000원), 돼지숯불구이(250g) (18,900원)",매일 11:30 ~ 22:00
라오빠빠,동남아음식,4.4,168,"서울 송파구 송이로17길 57 1층
(지번) 가락동 18-5",37.50206618,127.1253169,02-6080-1144,메뉴 없음,월 15:00 ~ 17:00
한아람,"육류,고기",4.1,104,"서울 송파구 위례성대로 34 지산빌딩 2층
(지번) 방이동 180-7",37.51579445,127.116023,02-415-7277,"한우등심불고기(1인분)(점심특선) (30,000원), 한우된장찌개(점심특선) (10,000원), 육회비빔밥(점심특선) (15,000원), 한우치즈버거(점심특선) (14,000원), 평양냉면(점심특선) (13,000원), 비빔메밀(점심특선) (12,000원), 꽃등심 (45,000원), 안심 (49,000원), 갈비살 (45,000원), 채끝 (45,000원), 살치살 (49,000원), 광양식주물럭 (38,000원), 생등심 (42,000원), 생갈비(1대당) (58,000원), 토시살 (68,000원), 제비추리 (49,000원), 안창살 (78,000원)",매일 11:30 ~ 22:00
방이손칼국수,칼국수,4.1,28,"서울 송파구 백제고분로48길 10 우성빌딩 2층
(지번) 방이동 112",37.5113372,127.114258,02-420-0706,"칼국수 (9,000원), 손만둣국 (10,500원), 삶은만두 (8,000원), 얼큰만둣국 (11,000원), 칼제비 (9,000원), 콩국수 (12,000원), 들깨칼국수 (9,500원), 수제비 (9,000원)",월~토 07:30 ~ 21:00
송파감자국,감자탕,4.3,233,"서울 송파구 가락로 82 1층
(지번) 석촌동 273-12",37.5002861,127.1053419,02-416-7350,"감자탕 (소) (32,000원)",월요일
한성양꼬치,양꼬치,3.7,117,"서울 송파구 중대로 134 부평빌딩 1층
(지번) 가락동 112",37.49440478,127.1228876,02-409-8686,"개구리다리튀김 (26,000원), 향라대하 (26,000원), 경장육슬 (18,000원), 온면 (6,000원), 물만두 (6,000원)",매일 00:00 ~ 24:00
칸코시,"호프,요리주점",4.4,46,"서울 송파구 백제고분로7길 32-14
(지번) 잠실동 189-8",37.51014575,127.0825117,02-413-9135,"닭찜 (한마리) (25,000원), 불닭볶음 (22,000원), 후라이드치킨 (18,000원), 골뱅이소면 (17,000원), 두부김치 (15,000원)","월,화,수,목,일 16:00 ~ 01:00"
수동상회,회,4,207,"서울 송파구 양재대로 932 가락몰 5관 1층
(지번) 가락동 600",37.49453769,127.1087136,02-403-1767,"활어 모듬회/2인기준 (70,000원), 활어+대방어모듬회/2인기준 (80,000원), 활어+민어모듬회(여름)/2인기준 (변동가격), 살얼음 물회 (18,000원), 서더리매운탕(2인기준) (20,000원)",매일 10:00 ~ 23:00
큰손닭한마리 잠실새내본점,닭요리,4,58,"서울 송파구 백제고분로15길 59 1층
(지번) 잠실동 186-13",37.51055263,127.0843249,010-2740-3366,메뉴 없음,월~금 15:30 ~ 17:00
젤라떼리아도도,아이스크림,4.2,111,"서울 송파구 백제고분로41길 21-24 1층
(지번) 송파동 12-5",37.5073118,127.1060212,02-421-8497,"ice 아메리카노 (3,500원), ice 카페라떼 (4,500원), 젤라또 포장 （소） (16,000원), 젤라또 포장（중） (24,000원), 작은 컵 (5,000원), 젤라또 포장（대） (33,000원), 젤라또 포장（특대） (46,000원), 수제 라즈베리잼 (1,000원), 수제 단팥 (1,000원), 수제 사과잼 (1,000원), hot 아메리카노 (3,500원), hot 카페라떼 (4,500원)",월요일
팔화당,"육류,고기",3.6,61,"서울 송파구 송파대로 201 테라타워2차 A동 1층 121-124호
(지번) 문정동 642",37.48773878,127.1206859,02-526-8566,"기버터 토마호크 BBQ (500-600g) (65,000원), 팔화당 토마호크 (500-600g) (56,000원), 흑돼지(듀륵)김치찌개+계란밥 (2인이상) (9,000원), 참치김치찌개+계란밥 (2인이상) (9,000원), 소고기 된장찌개+계란밥 (2인이상) (9,000원), 팔화당 부대찌개+계란밥 (2인이상) (9,500원), 한우국밥 (10,000원), 막국수 (물/비빔) (9,000원), 초계국수 (9,000원), 팔화당 꽃목살 (150g) (17,000원), 팔화당 진삼겹살 (150g) (17,000원), 팔화당 등심덧살 (170g) (19,000원), 팔화당 생갈비 (200g) (19,000원), 투뿔한우육회 (180g) (35,000원), 꽃게짬뽕 (10,000원)",월~금 15:00 ~ 17:00
시래마루 본점,"찌개,전골",3.6,279,"서울 송파구 송파대로49길 64 1층
(지번) 석촌동 1-6",37.50600019,127.0979061,02-2203-8999,"보쌈（중） (38,000원), 소갈비찜（중） (48,000원), 코다리조림（중） (39,000원), 감자전 (12,000원), 해물파전 (17,000원), 들깨시래기탕 (11,000원), 고등어찌개정식（1인） (16,000원), 보쌈정식（1인） (16,000원), 소갈비찜정식（2인） (40,000원), 도토리묵무침 (10,000원), 들깨시래기탕만 (7,000원), 찰수수부꾸미 (6,000원), 보쌈세트 (71,000원), 코다리조림세트 (74,000원), 소갈비찜세트 (82,000원), 보쌈（대） (49,000원), 코다리조림（대） (52,000원), 소갈비찜（대） (60,000원), 코다리조림 정식（2인） (38,000원), 소갈비찜정식（3인） (60,000원), 시래기밥 (2,500원), 공기밥 (1,000원), 메밀전병 (6,000원), 곤드레전병 (6,000원), 반반전병 (6,000원), 사이다（칠성,캔）355mL (2,000원), 콜라（코카콜라,캔）355mL (2,000원)",매일 10:50 ~ 21:30
허심탄회,회,3.7,85,"서울 송파구 가락로16길 3-6 1층
(지번) 석촌동 297-1",37.50105503,127.1089067,02-415-9009,메뉴 없음,월~목 16:00 ~ 24:00
가락골마산아구찜,아구,3.8,124,"서울 송파구 송이로19길 3 1층
(지번) 가락동 49-7",37.49745788,127.1217177,02-409-6665,"낙지볶음돌솥밥 2인 (30,000원), 갈치조림돌솥밥 2인 (30,000원), 아구찜 대 (65,000원), 아구탕 대 (65,000원), 해물찜 대 (70,000원), 해물탕 대 (70,000원), 낙지찜 대 (70,000원)",월~토 16:00 ~ 17:30
도니족발,"족발,보쌈",4,97,"서울 송파구 백제고분로41길 45 1층
(지번) 송파동 7-12",37.50937081,127.1053802,02-419-8664,"반반족발 (중) (43,000원), 족발 (중) (35,000원), 족발반보쌈반 (중) (40,000원), 쟁반막국수 (10,000원), 얼큰수제비 (7,000원)",월~금 13:00 ~ 23:00
오붓식당,이탈리안,3.9,144,"서울 송파구 위례광장로 120 위례중앙푸르지오 1단지 상가 2층 203호
(지번) 장지동 897",37.4750101,127.1415926,02-6339-6232,"살치살스테이크 (42,000원)",매일 15:00 ~ 17:00
황해도순대,순대,3.8,17,"서울 송파구 송파대로28길 27 1층
(지번) 가락동 80",37.49481216,127.1201328,02-449-7717,"순대국 (10,000원), 특국밥 (11,000원), 황해도순대정식 (14,000원), 보쌈정식 (10,000원), 전통비빔밥 (11,000원), 낙지비빔밥 (12,000원), 뼈해장국 (10,000원), 술국 (18,000원), 찹쌀순대 (18,000원), 수육 (25,000원), 모듬순대 (25,000원), 보쌈(중) (30,000원), 족발(중) (30,000원), 낚지볶음 (30,000원), 보쌈+수육 (중) (35,000원), 보쌈+족발 (중) (40,000원), 쟁반막국수 (12,000원)",매일 00:00 ~ 24:00
미오,이탈리안,4.6,98,"서울 송파구 위례성대로12길 28 1층 101호
(지번) 방이동 163-12",37.51148976,127.1214637,02-423-7168,"광어까르파치오 (13,000원), 한우등심스테이크 (20,500원), 고등어파스타 (16,500원), 성게알파스타 (19,500원), 갑오징어먹물아란치니 (9,000원)",영업시간 월 17:30 ~ 22:00
논두렁 우렁쌈밥전문점 본점,쌈밥,4.2,101,"서울 송파구 삼전로 79 동명하이텔 1층
(지번) 잠실동 251-9",37.50579008,127.0888908,02-425-3350,"가마솥 소불고기 우렁쌈밥정식 (17,000원), 가마솥 제육 우렁쌈밥정식 (17,000원)",매일 10:30 ~ 21:00
안동국시 소담,국수,4.3,128,"서울 송파구 위례성대로 48 2층
(지번) 방이동 177-3",37.51531444,127.1175296,02-415-1855,메뉴 없음,매일 15:00 ~ 17:00
맛나닭가마솥치킨,치킨,4.8,199,"서울 송파구 마천로51길 23 1층
(지번) 마천동 176-6",37.49697016,127.1521835,0507-1297-1321,"후라이드 치킨 (18,000원), 반반치킨 （후라이드 ＋ 양념선택 1） (19,000원), 간장치킨 (19,000원), 양념치킨 (19,000원), 간장고추치킨 (20,000원), 마늘 치킨 (19,000원), 골뱅이 국수사리 (22,000원), 양념고추치킨 (20,000원), 매콤화통양념치킨 (19,000원), 치즈 덤블링 치킨 (19,000원), 파닭치킨 (20,000원), 반반치킨 （ 양념선택 1 ＋ 양념선택 2 ） (20,000원), 무뼈 닭발 (17,000원), 먹태 (17,000원), 펩시콜라 500mL (1,500원), 펩시콜라 1.25L (2,500원), 칠성 사이다 500mL (1,500원), 칠성 사이다 1.25L (2,500원), 탐스 제로 파인 500mL (1,500원), 탐스 제로 오렌지 500mL (1,500원), 양념소스 (500원), 겨자소스 (500원), 치킨무 (500원), 참이슬 후레쉬 (4,000원), 참이슬 오리지널 (4,000원), 처음처럼 (4,000원), 생맥주 1000mL (8,000원)",매일 12:00 ~ 24:00
화심,일본식주점,4.3,85,"서울 송파구 백제고분로9길 49 2층
(지번) 잠실동 186-11",37.51013349,127.0844311,070-7696-9934,"모듬꼬치 (29,000원), 메로소금구이 (24,000원), 시샤모구이 (15,000원), 버터오징어 (16,000원), 훈제치킨 (19,000원), 육회 (19,000원), 한우 타다끼 (18,000원), 크림 와사비 새우 (20,000원), 살치 양송이 스테이크 (20,000원), 맷돼지 석쇠 (18,000원), 바지락 술찜 (19,000원), 명란구이와 구운밥 (15,000원), 치킨마요덮밥 (7,000원), 모찌리도후 (6,000원), 떡국 (8,000원), 짬뽕 (18,000원), 관서 오뎅 (18,000원), 스지 오뎅 (21,000원), 해물누룽지 (19,000원), 토마토 짬뽕 파스타 (18,000원), 해산물 크림 파스타 (17,000원), 할라피뇨 파스타 (17,000원), 닭고기 탕수 (18,000원), 유린기 (17,000원), 해물야끼 우동 (18,000원), 생과일 화채 (18,000원), 타코와사비 (15,000원), 나가사끼짬뽕 (가격정보 없음)",영업시간 매일 17:00 ~ 04:00
오금버드나무집,"육류,고기",4,92,"서울 송파구 동남로 309 1층
(지번) 오금동 127-14",37.50306077,127.1375696,02-408-8000,"양념 소왕갈비(270g) (37,000원), (생) 소갈비(190g) (45,000원), 소갈비살(150g) (27,000원), 양념 한돈구이(220g) (22,000원), (양념) 갈매기살(150g) (23,000원), (생) 갈매기살(150g) (23,000원), 양념돼지갈비(250g) (23,000원), 삼겹살(150g) (20,000원), 갈비탕 (17,000원), 사골우거지탕 (14,000원), 물냉면 (12,000원), 산채 비빔밥 (13,000원), 돌솥 비빔밥 (14,000원), 후식) 냉면 / 해물된장 (7,000원), 김치찌개 (12,000원), 비빔냉면 (12,000원), 해물된장 (12,000원)",매일 11:00 ~ 22:00
