이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
인덕원비빔국수,국수,3.3,17,"서울 서초구 남부순환로 2656 1-2층
(지번) 양재동 2-41",127.0410552,37.485222,02-579-5678,"비빔국수 (10,000원), 잔치국수 (9,000원), 동치미(열무)국수 (9,000원), 만두 (8,000원), 꼬마잔치국수 (5,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 16:00 ~ 17:00
한신치킨호프,치킨,3.2,543,"서울 서초구 신반포로23길 30 반원상가 1층 111호
(지번) 잠원동 72-2",37.50878562,127.0035444,02-596-5990,"후라이드치킨 (20,000원), 양념치킨 (21,000원), 스모크치킨 (20,000원), 광어 (변동가격), 우럭 (변동가격), 산오징어 (변동가격), 산낙지 (변동가격), 해삼 (변동가격), 멍게 (변동가격), 두부김치 (18,000원), 왕치즈계란말이 (18,000원), 바지락칼국수 (9,000원), 얼큰수제비 (9,000원), 떡만두국 (9,000원), 대합탕 (20,000원), 부대찌개 (20,000원), 닭도리탕 (30,000원), 골뱅이(소) (18,000원), 해물파전 (18,000원), 알탕 (25,000원), 조개탕 (20,000원), 곱창전골 (25,000원), 김치전 (18,000원)",영업시간 매일 11:00 ~ 23:50
나베나루,일식집,4.6,47,"서울 서초구 신반포로 336 천양빌딩 1층
(지번) 반포동 706-5",37.51061473,127.0205192,02-545-9489,메뉴 없음,영업시간 월~토 11:30 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:00
채빛퀴진,뷔페,3.9,256,"서울 서초구 올림픽대로 2085-14
(지번) 반포동 650",37.5124362,126.9959623,02-3477-3100,"주중점심 (성인) (52,000원), 주중점심 (소인) (26,000원), 주중점심 (미취학아동) (21,000원), 주중저녁 (성인) (62,000원), 주중저녁 (소인) (31,000원), 주중저녁 (미취학아동) (25,000원), 주말&공휴일 (성인) (78,000원), 주말&공휴일 (소인) (39,000원), 주말&공휴일 (미취학아동) (31,000원)",영업시간 매일 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 18:00
양양메밀막국수,국수,3.7,155,"서울 서초구 동광로15길 10 1층
(지번) 방배동 793-1",37.49251337,126.9882769,02-3482-3738,"김치전 (16,000원), 메밀전 (16,000원), 수육 (대) (48,000원), 수육 (중) (35,000원), 수육 (소) (22,000원), 찹쌀생주 (9,000원), 메밀막국수 (12,000원), 메밀막국수 (곱배기) (14,000원), 회 메밀막국수 (14,000원), 회 메밀막국수 (곱배기) (16,000원), 동치미막국수 (12,000원), 찜만두 (가격정보 없음), 만둣국 (가격정보 없음), 명태회무침 (0원), 회무침추가 (가격정보 없음), 회무침 (가격정보 없음)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00
봇타야산,철판요리,3.9,163,"서울 서초구 방배중앙로 214 배원빌딩 2층
(지번) 방배동 751-1",37.49813632,126.9853184,02-532-6565,"부타야키 (22,000원), 카레치즈몬자야키 (20,000원), 토마토더블치즈몬자야키 (20,000원), 명란치즈몬자야키 (20,000원), 한우1++안심 (48,000원), 스페인산이베리코갈비살(160g) (26,000원), 호타테 코우소우야키(4ps) (30,000원)",월요일
볼라레,이탈리안,3.6,125,"서울 서초구 사평대로20길 8
(지번) 반포동 107-2",37.49907937,126.996892,02-537-1100,메뉴 없음,영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
백년옥 본관,두부전문점,3,252,"서울 서초구 남부순환로 2407 1층
(지번) 서초동 1450-6",37.48119667,127.0137752,02-523-2860,"야채두부비빔밥 (13,000원), 팥칼국수 (13,000원), 동지팥죽 (13,000원), 백년 생두부 (대) (13,000원), 백년 생두부(소) (9,000원), 백년 검정두부 (대) (14,000원), 백년 검정두부 (소) (10,000원), 황호박전 (18,000원), 순 도토리묵 (19,000원), 순 녹두전 (19,000원), 해물파전 (22,000원), 매생이생굴전 (23,000원), 두부제육 (40,000원), 두부전골(소) (30,000원), 양파오리훈제(소) (30,000원), 자연식순두부 (13,000원), 뚝배기순두부 (13,000원), 콩비지찌개 (13,000원), 들깨순두부 (13,000원), 냉콩국수(여름메뉴) (13,000원), 이북식시레기되비지 (13,000원)",영업시간 매일 11:00 ~ 21:00
메기대감,"매운탕,해물탕",4.4,35,"서울 서초구 남부순환로350길 30 1층
(지번) 양재동 13-6",37.48344079,127.0360714,02-3461-4008,"메기매운탕 (대) (68,000원), 메기불고기 (대) (72,000원), 메기튀김 (30,000원), 도리뱅뱅 (20,000원), 민물새우튀김 (20,000원), 불탕 (95,000원), 메기매운탕 (소) (40,000원), 메기불고기 (중) (62,000원), 메기불고기 (소) (52,000원), 빠가메기탕 (대) (80,000원), 빠가메기탕 (소) (46,000원), 참게메기탕 (대) (84,000원), 참게메기탕 (소) (48,000원), 빠가참게메기탕 (대) (96,000원), 빠가참게메기탕 (54,000원)",영업시간 매일 11:00 ~ 23:00
남궁야,오리,3.6,104,"서울 서초구 방배천로4안길 10
(지번) 방배동 451-6",37.47846264,126.9833704,02-581-9252,"공기밥 (1,500원)",영업시간 월~토 12:00 ~ 22:00
스시려프리미엄,"초밥,롤",4.4,150,"서울 서초구 효령로77길 34 아크로텔 2층 206호
(지번) 서초동 1337-2",37.49199415,127.0288488,02-525-0900,"런치 오마카세 (70,000원), 프리미엄 오마카세 (140,000원)",영업시간 매일 11:40 ~ 22:00 · 휴게시간 매일 14:40 ~ 18:30
엔트런스,카페,4.3,98,"서울 서초구 사임당로19길 72-3
(지번) 서초동 1643-32",37.49244178,127.0190455,0507-1325-0727,"엔트런스 라떼 (4,500원), 버터 크럼블 크림 라떼 (6,500원), 에스프레소 (4,500원), 아메리카노 (4,500원), 플랫화이트 (5,500원), 라떼 (6,000원), 바닐라 라떼 (6,500원), 몽블랑 밀크티 (시즌메뉴) (7,000원), 당진 오곡라뗴 (시즌메뉴) (7,000원), 유기농 말차 라떼 (6,500원), 호지차 라떼 (6,500원), 발로나 초콜렛 라떼 (6,500원), 딸기 바나나 블랜디드 (7,000원), 넛츠 바나나 주스 (7,000원), 레몬에이드 (7,000원), 자두에이드 (7,000원), 패션 후르츠 에이드 (7,000원), 애플 시나몬 밀크티 (6,800원), 애플 시나몬 블랙티 (6,800원), 베리썸 히비스커스 (6,500원), 오렌지 자몽 블랙티 (6,500원), 카모마일 (6,500원), 루이보스 (6,500원), 얼그레이 (6,500원), 레몬티 (7,000원)",영업시간 매일 10:00 ~ 20:00
우작설렁탕,설렁탕,3.5,105,"서울 서초구 서초중앙로6길 7 홍빌딩 지하1층
(지번) 서초동 1621-5",37.48619805,127.0161214,02-584-8544,메뉴 없음,영업시간 월~토 11:30 ~ 21:40
설눈,냉면,4,280,"서울 서초구 서초대로46길 20-7 영토빌딩 1층
(지번) 서초동 1551-9",37.49123286,127.0097683,02-6959-9339,"고려 물냉면 (15,000원), 고려 비빔냉면 (15,000원), 왕만두 (반접시) (7,000원), 소고기 수육 (40,000원), 돼지고기 편육 (30,000원), 갈비찜 (60,000원), 평양온반 (13,000원), 소고기 만두전골 (22,000원), 불고기 전골 (22,000원), 평양 육개장 (13,000원)","영업시간 월,화,수,목,금,일 11:00 ~ 21:00 · 휴게시간 월,화,수,목,금,일 15:00 ~ 17:00"
토박이별당,"찌개,전골",4.1,24,"서울 서초구 반포대로39길 47-3 1층
(지번) 반포동 549-18",37.49823379,127.0022656,02-537-4650,"뚝배기동태찌개 (10,000원), 불고기덮밥 (10,000원), 영양비빔밥 (10,000원), 낙지덮밥 (10,000원), 김치찌개 (9,000원)",영업시간 월~토 11:30 ~ 21:30 · 휴게시간 월~토 15:00 ~ 17:00
영덕집,"해물,생선",3.6,30,"서울 서초구 법원로2길 7-4 지하2층
(지번) 서초동 1712-6",37.49400203,127.0116383,02-594-9944,"영덕물회 (14,000원), 갈치조림 (15,000원), 고등어조림 (9,000원), 영덕정식(1인) (28,000원)",영업시간 월~토 10:00 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:30
바베큐랩,"육류,고기",4.3,468,"서울 서초구 마방로10길 18-13 1층
(지번) 양재동 267-3",37.47598629,127.0433374,02-571-3380,"생삼겹살(150g) (18,000원), 이베리코 목살(150g) (18,000원), 프리미엄 꽃갈비살(120g) (18,000원), 양갈비(150g) (18,000원), 토마토라멘 (10,000원), 들기름국수 (10,000원)",영업시간 월~금 16:00 ~ 22:00
장꼬방묵은김치찌개전문,"찌개,전골",3.3,247,"서울 서초구 효령로 364 1층
(지번) 서초동 1438-8",37.48689281,127.0236629,02-522-0035,"김치찌개 (9,000원), 계란말이 (10,000원), 장꼬방구이 (12,000원)",영업시간 매일 10:00 ~ 22:00
광해즉석떡볶이,떡볶이,4.1,174,"서울 서초구 서초대로 275 중앙빌딩 지하1층 104호
(지번) 서초동 1716-10",37.49339727,127.0116413,02-461-5360,"불맛 즉석떡볶이 (2인) (18,000원), 불맛 즉석떡볶이 (3인) (24,000원), 차돌 즉석떡볶이(2인) (17,000원), 차돌 즉석떡볶이(3인) (23,000원), 차돌 즉석떡볶이(4인) (29,000원), 기본 즉석떡볶이(2인) (15,000원), 기본 즉석떡볶이(3인) (20,000원), 기본 즉석떡볶이(4인) (25,000원), 옛추억 즉석떡볶이(2인) (15,500원), 로제 즉석떡볶이(2인) (17,000원), 깻잎 즉석떡볶이(2인) (14,000원), 순대 즉석떡볶이(2인) (15,500원), 순대 즉석떡볶이(3인) (20,500원), 차돌 어묵탕 (14,000원), 오징어탕수 (6,800원), 양념순대튀김꼬치 (5,500원), 갈릭버터감자튀김 (5,500원), 무침야끼만두 (3,800원), 철판치즈마약옥수수 (6,800원), 치즈갈릭버터감자튀김 (6,800원)",영업시간 월~금 11:00 ~ 21:30 · 휴게시간 월~금 15:00 ~ 17:00
잠원떡볶이,떡볶이,3.5,127,"서울 서초구 잠원로4길 45
(지번) 잠원동 61-17",37.5134216,127.0114002,02-591-4108,"떡볶이 (5,000원), 모듬튀김 (5,000원), 순대 (5,000원), 튀김김밥 (600원), 꼬마김밥 (1,000원)",영업시간 월~토 11:00 ~ 21:00
토다베이글 본점,카페,3.8,160,"서울 서초구 성촌6길 39
(지번) 우면동 176-5",37.46752779,127.0226322,02-529-5401,"에스프레소 (4,500원), 아메리카노 (4,500원), 카페라떼 (5,000원), 아포가토 (6,500원), 밀크티 (5,500원), 베이글 (2,700원), 크림 치즈 (2,900원), 닭가슴살 샌드위치 (7,900원), 연어 샌드위치 (8,900원), 아보카도 에그 샌드위치 (8,900원), 오늘의 스프 (8,000원), 시즌샐러드 (14,000원), 레몬에이드 (6,500원), 바닐라쉐이크 (6,800원), 딸기쉐이크 (6,800원), 초콜릿쉐이크 (6,800원), 말차쉐이크 (6,800원), 아보카도바나나주스 (7,000원)",월~금 07:30 ~ 20:00
한국순대 본점,순대,3.1,154,"서울 서초구 바우뫼로35길 4 원빌딩 1층
(지번) 양재동 5-22",37.47879842,127.0397598,02-573-3550,"순대국 (12,000원), 순대국 (특) (13,000원), 술국 (23,000원), 해장국 (13,000원), 순대 (1접시) (13,000원), 모듬 (35,000원), 수육 (35,000원), 생순대 (1kg) (27,000원)",매일 00:00 ~ 24:00
마오,중국요리,3.1,40,"서울 서초구 명달로 93 1-2층
(지번) 서초동 1496-12",127.003823,37.4857106,02-583-8845,"북경오리 (소) (43,000원), 포로샤추 (38,000원), 자장면 (7,000원), 마오짬뽕 (9,000원), 해물볶음면 (10,000원), 중국식볶음면 (11,000원), 송이탕면 (16,000원), 차돌짬뽕 (12,000원), 목등심볶음밥 (9,000원), 해물탕면 (16,000원), 매콤한 산시지방 면 (10,000원), 쌀국수 소고기볶음면 (10,000원), 새우볶음밥 (8,000원), 가지덮밥 (9,000원), 전복소스와오리덮밥 (10,000원), 해물볶음밥 (11,000원), 유산슬덮밥 (13,000원), 잡탕밥 (15,000원)",영업시간 매일 11:30 ~ 21:30
델리쎄106,이탈리안,4,157,"서울 서초구 동광로 106 원방빌딩 1층
(지번) 방배동 807-9",37.49364555,126.9938576,02-534-3412,"(투플) 한우 채끝 까르파치오 (23,000원), 제철 생선 까르파치오 (21,000원), 보타르가&우니 (31,000원), 홍감자 뇨끼 (25,000원), 시금치 리소토 (29,000원), 풍기 리소토 (25,000원)","영업시간 월,수,목,금,토,일 11:30 ~ 22:00 · 휴게시간 월,수,목,금,토,일 15:30 ~ 17:30"
하트타임,"호프,요리주점",3.9,249,"서울 서초구 신반포로 195
(지번) 잠원동 69-5",37.50674116,127.0055202,02-599-8048,"오징어볶음소면 (15,000원), 순살후라이드 (15,000원), 순살바베큐 (18,000원), 순살치즈바베큐 (20,000원), 무뼈닭발 (15,000원), 모듬소세지 (16,000원), 황도 (9,500원), 해물떡볶이 (13,000원), 골뱅이 + 쫄면 (16,000원), 소세지야채볶음 (13,000원), 대구포 (12,500원), 한치 + 땅콩 (13,500원), 치킨까스안주 (13,500원), 쥐포 (11,500원), 돈까스안주 (15,000원), 모듬튀김 (17,500원), 반달감자튀김 (11,000원), 모듬감자튀김 (16,000원), 감자튀김 (10,000원), 오뎅탕 (12,000원), 계란탕 (11,000원), 참치김치찌개 (14,000원), 계란말이 (11,000원), 부대찌개 (14,000원), 버그레몬에이드 (7,000원), 데킬라 (7,000원), 진토닉 (7,000원), 잭콕 (7,000원), 예거밤 (7,000원), 모히또 (7,000원)",영업시간 매일 11:00 ~ 00:30
언더그라운드,"호프,요리주점",4,26,"서울 서초구 강남대로53길 11 삼성쉐르빌2 지하 1층 B101~B103호
(지번) 서초동 1330",37.49396164,127.0279164,02-522-5446,"언더그라운드 치킨 (17,000원), 언더그라운드 양념치킨 (18,000원), 언더그라운드 어니언치킨 (18,000원), 언더그라운드 간장치킨 (18,000원), 언더그라운드 순살치킨 (17,000원), 슈바인학센 (38,000원)",영업시간 월~수 18:00 ~ 24:00
심재,디저트카페,4.1,204,"서울 서초구 동산로2길 40 리라빌딩 1층 101호
(지번) 양재동 347-2",37.46814931,127.0427995,070-8826-9000,"호지차 라떼 (6,000원), 흑임자 라떼 (6,500원), 콜드브루 (5,500원), 콜드브루라떼 (6,000원), 에스프레소 (5,000원), 아메리카노 (5,000원), 카페라떼 (5,500원), 바닐라라떼 (6,000원), 핫/아이스 초코 (6,500원), 오미자청포도에이드 (6,000원), 배한라봉에이드 (6,000원), 아몬드 크림 라떼 (6,500원), 화이트 에스프레소 (6,500원), 귀리 크림 라떼 (6,500원), 귀리 밀크 커피 셰이크 (7,000원), 11곡 라떼 (6,000원), 사과 꿀 생강 차 (6,500원), 청귤 작설 에이드 (6,000원), 얼그레이 수레국화 홍차 (6,500원), 루이보스 금잔화 허브차 (6,500원)",월~금 09:00 ~ 22:00
홍미단 방배본점,분식,3.9,87,"서울 서초구 효령로31길 94
(지번) 방배동 925-19",37.48508565,126.9945541,02-534-0433,"떡볶이 (1인분) (4,500원), 홍미김밥 (3,200원), 오징어튀김 (1,200원), 순대 (1인분) (4,000원), 꼬마김밥 (1,200원)",월요일
소울브레드,"제과,베이커리",4.2,106,"서울 서초구 바우뫼로7길 27
(지번) 우면동 59",37.47126547,127.0243705,070-4235-4748,"무화과 생크치 (7,200원), 샤인머스캣 생크치 (7,200원), 베리베리요거트 생크치 (6,000원), 양 생크치 (5,700원), 얼그레이 생크치 (5,700원), 얼그레이 오레오 (6,000원), 와사비 생크치 (6,000원), 레몬 생크치 (5,700원), 쑥 생크치 (6,000원), 팥쑥 생크치 (6,800원), 쑥 오레오 (6,300원), 크림치즈 브레드 (5,000원), 크림치즈 1가지 + 생크림 생크치 (7,600원), DIY 크림치즈 (6,000원), 앙브레드 (5,000원), 앙버터 (5,700원)","월,화,일요일"
어진,"해물,생선",3.9,58,"서울 서초구 강남대로18길 15-11
(지번) 양재동 242-4",37.47246024,127.0395811,02-2058-2933,"생멸치세트 (70,000원), 도시 숙회 (25,000원), 오징어회덮밥 (20,000원), 생멸치구이 (20,000원), 생멸치조림 (25,000원), 생멸치회무침 (35,000원), 안주물회 (50,000원), ICE 세꼬시(중) (30,000원), 전어회 (30,000원), 전어구이 (30,000원), 도치알탕 (30,000원), 도치두루치기 (35,000원), 해초비빔밥 (9,000원), 망치매운탕 (10,000원), 세꼬시회덮밥 (15,000원), 세꼬시물회 (15,000원), 오징어물회 (20,000원), 오징어 두루치기 (10,000원), 새치구이 (17,000원), 도루묵찜(중) (35,000원), 곰치국(1인) (20,000원), 피문어 숙회 (35,000원), 도루묵구이 (35,000원), 감자전 (20,000원), 오징어 통찜 (30,000원), 전복물회 (17,000원), 오징어두루치기(소) (20,000원)",영업시간 월~금 11:00 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:00
도우룸,이탈리안,3.7,222,"서울 서초구 동광로 99 2층
(지번) 방배동 797-20",37.49383636,126.9933453,02-535-9386,"먹물 카펠리니 (29,000원), 감자 뇨끼 (31,000원), 부카티니 아마트리치아나 (30,000원), 쭈꾸미 레지네티 (32,000원), 리코타이거 라비올로 (25,000원), 봉골레 링귀니 (26,000원), 참나물 따야린 (29,000원), 백겹의 라자냐(한정수량) (38,000원), 치킨 디아볼라 (40,000원), 브란치노 (53,000원), 아쿠아파짜 (60,000원), 이베리코프레사 (65,000원), 시저샐러드 (24,000원), 토마토 샐러드 (26,000원), 광어 크루도 (31,000원), 문어 감자 샐러드 (32,000원)","월,화요일"
스마일포차,한식,4.2,84,"서울 서초구 방배중앙로 191 1층
(지번) 방배동 761-4",37.49604005,126.9854729,02-534-0236,메뉴 없음,영업시간 월~토 16:00 ~ 02:00
구름떡,"떡,한과",3.9,73,"서울 서초구 방배로33길 21 1층
(지번) 방배동 815-1",37.49165457,126.9896133,02-533-1530,"흑임자인절미 (9,000원), 구름떡 (9,000원)",월~토 08:00 ~ 22:00
허수아비돈까스,"돈까스,우동",3.6,128,"서울 서초구 반포대로 16 지하1층
(지번) 서초동 1451-52",37.48206419,127.0127458,02-582-1187,메뉴 없음,영업시간 월~토 11:00 ~ 20:00 · 휴게시간 월~토 14:00 ~ 15:30
이딸리아,이탈리안,3.8,71,"서울 서초구 동광로39길 63
(지번) 반포동 72-7",37.49786224,126.9994967,02-535-0852,"그린샐러드 (12,000원), 야채수프 (8,000원), 양파수프 (9,000원), 마르게라따 피자 (19,000원), 마르게리따 부팔라 피자 (27,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
여진족,"족발,보쌈",3.1,190,"서울 서초구 방배천로4안길 12 지하1층,1층
(지번) 방배동 451-5",37.47861454,126.9833267,02-3473-3479,메뉴 없음,영업시간 월~토 16:00 ~ 23:00
희객,중식,4.1,53,"서울 서초구 방배중앙로27길 32
(지번) 방배동 763-15",37.49530626,126.9839724,02-3444-7625,메뉴 없음,영업시간 매일 11:30 ~ 22:00
구뜰집,"육류,고기",3.8,46,"서울 서초구 서초대로23길 14 1층
(지번) 방배동 874-3",37.48818411,126.9926137,02-593-8592,메뉴 없음,
가츠오,"돈까스,우동",3.9,428,"서울 서초구 서초중앙로20길 21 1층
(지번) 서초동 1658-17",37.49240323,127.0152623,02-6338-5154,"쿠로고마 안심흑가츠 (17,000원), 제주흑돼지 안심가츠 (16,000원), 제주흑돼지 등심가츠 (15,000원), 제주흑돼지 안심카츠카레 (18,000원), 제주흑돼지 등심카츠카레 (17,000원), 고보텐냉우동 (12,000원), 제주흑돼지 안심/새우가츠 세트 (18,000원), 제주흑돼지 등심/새우가츠 세트 (16,000원)",영업시간 매일 11:30 ~ 20:00 · 휴게시간 매일 14:00 ~ 17:00
중국성,중국요리,3.2,10,"서울 서초구 잠원로3길 40 1층 101,104-2호
(지번) 잠원동 72-3",37.50821285,127.0036587,02-3482-4256,"삼선짜장면 (10,500원), 사천바지락짬뽕 (13,000원), 해물쟁반짜장 (23,000원), [강력추천] 삼선볶음밥 (11,000원), 해물잡탕밥 (17,000원), 탕수육+짜장면2 (34,000원), 탕수육+짜장+짬뽕 (36,000원), 깐풍기+짜장+짬뽕 (42,000원), 돼지고기 탕수육 (25,000원), 난자완스(소고기) (55,000원), 기스면 (10,000원), 삼선우동 (11,000원), 삼선울면 (11,000원), 홍합짬뽕 (10,000원), [차원이다른맛] 삼선짬뽕 (13,000원), 차돌짬뽕 (13,000원), 해물볶음짬뽕 (26,000원), 항아리 낙지짬뽕 (27,000원), 안주용 해물짬뽕탕 (28,000원), [중독되는] 딴딴면 (13,000원), 당면잡채밥 (11,000원), 고추잡채밥 (15,000원), 마파두부밥 (11,000원), 홍합짬뽕밥 (10,500원), 게살볶음밥 (13,000원), 모듬버섯송이덮밥 (17,000원), 유산슬밥 (17,000원), 삼선짬뽕밥 (13,500원), 깐풍기+짜장2 (40,000원), 양장피+짜장2개 (40,000원)",영업시간 매일 11:00 ~ 22:00
소백산 양재별관,"육류,고기",3.9,48,"서울 서초구 강남대로8길 36
(지번) 양재동 346",37.46847368,127.0430548,02-572-7111,"차돌된장찌개 (9,000원), 소머리곰탕 (10,000원), 우거지갈비탕 (12,000원), 소고기국밥 (9,000원), 양곰탕 (12,000원)",영업시간 매일 11:00 ~ 22:00
송강,장어,3.1,55,"서울 서초구 명달로9길 5 정호빌딩1층
(지번) 방배동 1002-1",37.4818836,127.004486,02-598-9288,"복사시미 (소) (120,000원), 다다끼사시미 (150,000원), 복찜 (일반복) (70,000원), 갯벌장어구이 (1인분) (75,000원), 민물장어구이 (1마리) (45,000원)",영업시간 매일 11:00 ~ 22:00
대판수사,일식집,3.7,15,"서울 서초구 방배로10길 10-4
(지번) 방배동 983-3",37.48096717,126.9985779,02-522-4555,"특대판정식 (44,000원), 대판정식 (33,000원), 스페셜초밥 (50,000원), 도미머리소금구이 (32,000원), 생대구탕 (30,000원)",영업시간 월~금 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
진대감 신사점,"육류,고기",4.2,50,"서울 서초구 나루터로12길 18 수인빌딩 1층
(지번) 잠원동 23-8",37.51466587,127.0174586,02-543-8858,"한우차돌삼합 (29,000원), 한우투뿔모듬(No.9) (99,000원), 한우파김치전골대표 (55,000원), 한우차돌박이 (29,000원), 한우꽃게된장찌개 (12,000원), 키조개관자장비빔밥 (10,000원), 한우차돌짬뽕라면 (10,000원), 갓김치물냉면 (10,000원), 갓김치비빔냉면 (10,000원), 구수한누룽지 (8,000원), 날치알볶음밥 (6,000원), 점심)즉석한우불고기 (14,000원), 점심)한우꽃게된장찌개밥상 (12,000원), 점심)한돈파김치전골밥상 (11,000원), 점심)키조개관자장비빔밥상 (10,000원), 점심)한우차돌짬뽕라면밥상 (10,000원), 점심)갓김치물냉면 (10,000원), 점심)갓김치비빔냉면 (10,000원), 콩나물찜 (6,000원)",영업시간 월~금 11:30 ~ 22:00 · 휴게시간 월~금 14:30 ~ 16:30
아이언쉐프,"스테이크,립",4.6,14,"서울 서초구 사임당로8길 10
(지번) 서초동 1624-4",37.48808478,127.0153132,02-522-2964,메뉴 없음,영업시간 월~토 11:00 ~ 22:00
풍년집큰아들네,갈비,3.3,28,"서울 서초구 신반포로47길 68 평화빌딩 1층
(지번) 잠원동 29-10",37.51333122,127.0185956,02-555-9299,"참숯불소갈비살(180g) (18,000원)",영업시간 월~토 10:00 ~ 22:00
시골집,쌈밥,4,107,"서울 서초구 반포대로10길 7 1층
(지번) 서초동 1459-11",37.48373705,127.0122451,02-597-0400,메뉴 없음,영업시간 매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
루엘드파리,"제과,베이커리",4.2,376,"서울 서초구 서초중앙로 18 1층 107,112,117~118호
(지번) 서초동 1445-13",37.48404762,127.0173487,02-322-0939,메뉴 없음,월~금 08:00 ~ 21:00
주,중국요리,4,178,"서울 서초구 동광로19길 16 1층
(지번) 방배동 795-5",37.49320941,126.9893381,02-3482-3374,"삼선짜장면 (10,000원), 삼선짬뽕 (12,000원), 삼선우동 (12,000원), 삼선울면 (12,000원), 기스면 (8,000원), 삼선볶음밥 (12,000원), 새우볶음밥 (11,000원), 게살볶음밥 (13,000원), 잡채밥 (13,000원), 마파두부밥 (13,000원), 해물덮밥 (18,000원), 양장피잡채 (48,000원), 마파두부 (30,000원), 전가복 (140,000원), 해삼전복 (170,000원), 마라전복 (90,000원), 팔보채 (45,000원), 류산슬 (45,000원), 칠리중새우 (48,000원), 깐풍중새우 (48,000원)",월요일
별난횟집,회,4.2,19,"서울 서초구 강남대로 224 양재 한신휴플러스 상가 지하1층 9호
(지번) 양재동 12-10",37.48401773,127.0351175,02-576-3050,메뉴 없음,영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 14:30 ~ 16:30
홀스김밥 본점,한식,4,27,"서울 서초구 서초중앙로22길 90 한서빌딩 1층 101호
(지번) 서초동 1640-13",37.49407093,127.0188116,02-522-0188,"홀스김밥 (5,500원), 고추냉이김밥 (5,500원), 스팸김밥 (5,500원), 더블치즈달걀김밥 (6,500원), 홀스닭강정S (9,000원), 홀스닭강정L (18,000원), 더블치즈달걀김밥 (6,500원), 곤약미나리김밥 (6,000원), 진도대파참치김밥 (6,500원), 서초동누룽지떡볶이 (7,500원), 홀스닭강정세트 (10,500원), 고추냉이닭강정세트 (10,500원), 스팸닭강정세트 (10,500원), 곤약미나리닭강정세트 (11,000원), 더블치즈닭강정세트 (11,500원), 대파참치닭강정세트 (11,500원)",월~금 09:00 ~ 20:00
박고볼래,실내포장마차,3.5,75,"서울 서초구 강남대로30길 12 1층
(지번) 양재동 15-22",37.48173839,127.0379276,02-529-5254,"물회 (28,000원), 멍게 (18,000원), 뼈없는 닭발 (20,000원), 육전 (25,000원), 해물파전 (20,000원)",영업시간 월~토 17:00 ~ 04:00
만강홍 교대본점,중국요리,3.3,15,"서울 서초구 서초중앙로22길 46 선인빌딩 1층
(지번) 서초동 1669-8",37.49329045,127.0165624,02-582-2678,"옛날볶음밥 (7,000원), 해삼전복 (소) (90,000원), 아스파라가스 전복 (소) (70,000원), 두치전복 (소) (70,000원), 왕새우찜 (중) (12,000원)",영업시간 매일 11:00 ~ 21:00
뱅스시,"초밥,롤",4.3,172,"서울 서초구 반포대로10길 35 서초지웰 상가동 지하1층 104호
(지번) 서초동 1458-6",37.48424245,127.0136905,02-574-2201,메뉴 없음,영업시간 매일 11:30 ~ 21:40 · 휴게시간 매일 14:40 ~ 17:00
태국식당356,태국음식,3.9,127,"서울 서초구 남부순환로350길 19-16 2층
(지번) 양재동 11-49",37.48410782,127.0366229,02-579-7371,"M1 뿌팟봉커리 (25,000원), A3 뽀삐아텃 (10,000원), A4 똠얌꿍 (15,000원), M4 무 텃 픽타이담 (20,000원), N1 팟타이 꿍 (12,000원), N5 퍼보 (11,000원), S1 쏨땀타이 (13,000원), A1 텃만꿍 (12,000원), M7 쏨땀 까이텃 (21,000원), R1 카오랏카파오무쌉 (11,000원), N2 팟씨유 (12,000원), N3 팟끼마오 (12,000원), S2 얌운센 (12,000원), A2 짜조 (10,000원), A5 싸이크럭이싼 (16,000원), 고수추가 (1,500원), 라이스 (1,000원), M2 느어 팟 남만호이 (25,000원), M3 팟프릭탈래 (24,000원), M5 꿍텃까띠암 (22,000원), M6 커무양 (21,000원), M8 까이쌈롯 (20,000원), R2 카오팟 뿌 (11,000원), R3 카오팟 싸빠롯 (11,000원), R4 태국식당 카오팟 (11,000원), R5 깽키요완까이 (12,000원), N4 꾸웨이띠오 (11,000원), N6 분보후에 (12,000원), 망고스틴주스 (4,000원), 타이티 (4,000원)",영업시간 월~금 11:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00
