이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
센도수산,일본식주점,4.3,115,"서울 강남구 역삼로65길 15 1층
(지번) 대치동 900-9",37.50228545,127.0524195,02-569-2016,"숙성회 모둠 (소) (50,000원), 게 내장구이 (소) (29,000원), 가리비 구이 (소) (29,000원)",일요일
천용,중식,3.5,124,"서울 강남구 언주로90길 12
(지번) 역삼동 706-18",37.50232245,127.0441293,02-553-0834,"자장면 (6,000원), 전가복 (소) (55,000원), 대마전복 (소) (60,000원), 깐풍중새우 (소) (35,000원), 게살볶음밥 (9,000원)",일요일
옛날농장,한식,4.1,43,"서울 강남구 테헤란로33길 11 1층
(지번) 역삼동 678-17",37.50249744,127.0392193,02-3452-2566,"해물순두부 (가격정보 없음), 돌된장찌개 (가격정보 없음), 육회비빔밥 (가격정보 없음)",매일 00:00 ~ 24:00
코드케이 강남점,테마카페,3.7,12,"서울 강남구 봉은사로2길 31 지하1층
(지번) 역삼동 813-5",37.50260963,127.0265441,02-501-8245,메뉴 없음,매일 10:00 ~ 23:00
김양,양꼬치,3.2,380,"서울 강남구 논현로94길 24 1층
(지번) 역삼동 678-2",37.50269658,127.0383642,02-556-5945,"고급 생 양갈비 480g (58,000원), 양꼬치（어깨살） （324g） (31,000원), 새우꼬치 10ea (24,000원), 마라탕 (24,000원), 마라샹궈 (32,000원), 마라롱샤 (40,500원), 양꼬치（갈비살） （324g） (34,000원), 양꼬치 갈비살162g ＋양꼬치 어깨살162g (32,500원), 마라조개볶음 (27,000원), 하이네켄 大（병）650mL (8,000원), 칭타오 (6,000원), 칭타오 퓨어 드래프트（생） (7,000원), 하얼빈 (6,000원), 강소백 300mL (30,000원), 설원 450mL (37,000원), 연태고량주 125mL (12,000원), 연태고량주 250mL (22,000원), 연태고량주 500mL (38,000원), 공부가주 250mL (24,000원), 공부가주 500mL (38,000원), 화요 17 375mL (22,000원), 화요 25 375mL (28,000원), 복분자 (14,000원), 카스 (4,000원), 처음처럼 (3,500원), 참이슬 레드 (3,500원), 참이슬 후레쉬 (3,500원), 진로이즈백 (3,500원), 한라산 (5,000원), 청하 (5,000원)","토,일 16:30 ~ 05:00"
대우부대찌개,"찌개,전골",3.8,581,"서울 강남구 테헤란로25길 34 1층
(지번) 역삼동 641-18",37.50275079,127.0352719,02-552-1663,"등심구이(150g) (43,000원), 안심구이(150g) (43,000원), 부대찌개 (15,000원), 등심부대찌개 (24,000원)","월,화,수,목,금,일 11:00 ~ 21:00"
우리집만두 선릉본점,분식,3.7,38,"서울 강남구 선릉로 424 1층
(지번) 대치동 897",37.50291015,127.050065,02-556-3903,"김치만두 (10,000원), 만두국 (12,000원), 떡만두국 (12,000원), 떡국 (12,000원), 냉만두국 (12,000원), 매운만두국 (12,000원), 김치군만두 (11,000원), 버섯매운칼국수(2인이상) (13,000원)",일요일
파파야리프,동남아음식,4.2,225,"서울 강남구 강남대로102길 29 2층
(지번) 역삼동 617-3",37.50296025,127.0275859,02-566-6178,메뉴 없음,매일 11:10 ~ 22:00
진가와 한국본점,일식,3.1,257,"서울 강남구 논현로94길 25-3 지하1층
(지번) 역삼동 670-20",37.50304101,127.0381464,02-564-8553,"진가와 가이세키 (1인) (44,000원), 스키야끼동 정식 (18,000원), 셰프 스페셜 코스 (55,000원), 자루메밀면 (23,000원), 붓카게우동 (25,000원), 나무우동 (25,000원), 수제어묵우동 (25,000원), 일근나가사키우동 (18,000원), 카키우동 (29,000원), 상미소면 (29,000원), 가게우동 (25,000원), 우동 (30,000원), 은나가사키우동 (18,000원), 새우튀김소바마끼 (25,000원), 소바마끼 (19,000원)","토,일 12:00 ~ 21:30 · 휴게시간 토,일 15:00 ~ 17:00"
봉우리 역삼본점,한정식,3.3,203,"서울 강남구 논현로94길 25-3 2층
(지번) 역삼동 670-20",37.50304101,127.0381464,02-564-8551,"제철회 (35,000원), 낙지볶음소면 (35,000원), 반건조민어구이 (40,000원), 양념소갈비구이 (40,000원), 수삼튀김장어구이 (40,000원), 봉우리떡갈비(1대) (15,000원), 보리굴비(1마리) (20,000원), 대구 강정 (30,000원), 감태 전복구이와 톳 보리밥 (35,000원), 갑오징어 구이 (35,000원)",매일 11:30 ~ 21:20 · 휴게시간 매일 15:00 ~ 17:30
알베르,카페,3,698,"서울 강남구 강남대로102길 34
(지번) 역삼동 618-11",37.50305653,127.028103,02-566-6181,"알베르시그니처아이스크림라떼 (8,000원), 티라미수 (7,000원), 패션후르츠 에이드 (8,000원), 블루베리 에이드 (8,000원), 아메리카노 (6,000원)",매일 10:00 ~ 23:00
백수산,회,4.2,85,"서울 강남구 언주로93길 31 지하 1층
(지번) 역삼동 677-1",37.50305776,127.0395556,02-6012-8516,메뉴 없음,"토,일요일"
브릭오븐,피자,3.5,317,"서울 강남구 강남대로102길 31 2층
(지번) 역삼동 617-4",37.50308761,127.0277484,02-508-1325,"오븐피자 14인치 (23,000원), 오븐피자 18인치 (34,000원), 베이크 지티 (14,000원), 알리에올리오 (12,000원), 페스토 치킨 (15,000원), 그릴 치킨 샐러드 (13,000원), 갈릭로마노프라이 (6,000원)",
우리집,"해물,생선",4,41,"서울 강남구 논현로94길 31 2층
(지번) 역삼동 671-23",37.50310432,127.0387878,02-508-7856,"포항식사물회 (17,000원), 포항식사물곰탕 (18,000원), 생대구탕 (16,000원), 오징어볶음 (12,000원), 동태탕 (10,000원), 고등어자반구이 (10,000원), 삼치구이 (10,000원), 돌솥낙지비빔밥 (10,000원), 돌솥김치불고기 (10,000원), 돌솥김치알밥 (10,000원), 뚝배기제육 (10,000원), 뚝배기불고기 (10,000원), 포항2인막회 (48,000원), 포항2인물회 (38,000원), 포항과메기 (중) (38,000원), 아구수육 (65,000원), 아구찜 (중) (45,000원), 아구지리탕 (38,000원), 아구매운탕 (38,000원), 포항가자미구이 (35,000원), 포항가자미조림 (40,000원), 열기매운탕 (38,000원)","토,일요일"
미로정 본점,"찌개,전골",4,37,"서울 강남구 테헤란로33길 19 2층
(지번) 역삼동 671-27",37.50313085,127.0389344,02-566-0016,"2인세트（부대전골＋사이드 메뉴 택1） (32,900원), 2인 세트（부대찌개＋사이드 메뉴 택1） (30,900원), 한우 육수 부대전골 (13,000원), 한우 육수 부대찌개 (12,000원), 등심부대전골 (18,000원), 초당두부전골 （2인분） (27,000원), 베이컨 부대볶음 （2인분） (27,000원), 햄／소세지 사리 (5,000원), 3인세트（부대전골＋사이드 메뉴 택1） (45,400원), 4인세트（부대전골＋사이드 메뉴 택1） (57,900원), 3인 세트（부대찌개＋사이드 메뉴 택1） (42,400원), 4인 세트（부대찌개＋사이드 메뉴 택1） (53,900원), 등심 베이컨부대볶음 （2인） (37,000원), 스팸 계란말이 (8,500원), 들기름 두부구이 (8,500원), 베이컨 사리 (5,000원), 민찌 사리 (5,000원), 등심 사리 (9,000원), 당면 사리 (2,000원), 베이크드빈 사리 (2,000원), 김 (1,000원), 라면（비조리） (1,500원), 햄 사리 (5,000원), 소세지 사리 (5,000원), 두부 사리 (2,000원), 만두 사리 (2,000원), 치즈 사리 (1,000원), 떡 사리 (2,000원), 흑미밥 추가 (1,500원), 쑥갓 사리 (3,000원)",일요일
오징어풍경,"해물,생선",3.3,177,"서울 강남구 테헤란로64길 26 1층
(지번) 대치동 897-27",37.50314297,127.0515314,02-501-0392,"기네스Set (34,000원), 오징어 불고기 (1인분)(점심) (11,000원), 돼지 불고기 (1인분)(점심) (11,000원), 모듬튀김 (점심) (14,000원), 오불 세트(오징어불고기+돼지불고기)(소) (33,000원), 오발 세트(오징어튀김+국물닭발) (38,000원), 조개누룽지탕 (39,000원), 국물닭발 (21,000원), 오징어튀김 (20,000원), 산낙지 회 (25,000원), 산 오징어회 (변동가격), 오징어숙회 (20,000원), 오징어마늘칩 (19,000원), 새우 튀김 (8마리) (20,000원), 새우 튀김 (4마리) (10,000원), 계란찜 (8,000원), 해산물모듬 (39,000원), 오징어 통찜 (변동가격), 모듬 튀김 (20,000원), 오징어 내장탕 (22,000원)",일요일
까사생갈비,갈비,4.4,680,"서울 강남구 봉은사로2길 23 2층
(지번) 역삼동 810-7",37.50315248,127.0261633,02-561-5705,"소 꽃갈비(150g) (32,000원), 생갈비(170g) (18,000원), 이베리코 베요타 갈빗살(150g) (19,000원), 이베리코 베요타 목살(150g) (19,000원), 삼겹살(150g) (18,000원), 2인세트 (59,000원), 3~4인 돼지모듬세트 (89,000원), 3~4인 갈비세트 (100,000원), 까사모듬세트 (138,000원), 돈키호테 샐러드 (6,000원), 감바스 알 아히요 (6,000원), 메종 델 챔피온(6개) (6,000원)",일 11:30 ~ 22:00
어로장,한식,4.1,95,"서울 강남구 테헤란로52길 15 1층 101호
(지번) 역삼동 708-20",37.50317178,127.0479366,02-568-7708,"특장어 솥밥 (33,000원), 능이 장어 솥밥 (25,000원), 세시 솥밥 (19,000원), 갑오징어 (숙회,무침,볶음) (48,000원), 한우 등심 스테이크 솥밥 (19,000원), 도미/관자/명란 솥밥 (19,000원), 봄 꼬막 미나리 솥밥 (19,000원), 직화돼지고기 솥밥 (15,000원), 해물 뚝배기 (19,000원), 장어탕 (17,000원), 모듬 회덮밥 (19,000원), 쭈꾸미 (숙회,무침,볶음) (45,000원), 민물 장어구이 (48,000원), 세시 모듬회(중) (90,000원), 세시 모듬회(대) (120,000원), 참소라 숙회(한정) (48,000원), 산낙지 숙회 (45,000원), 조개 화요술찜 (40,000원), 육회/낙지 탕탕이 (45,000원)",일요일
더달달,카페,4,807,"서울 강남구 강남대로102길 38-6 1층, 2층
(지번) 역삼동 618-7",37.50317448,127.028437,02-562-3737,"리얼클래식 (7,000원), 달달클래식 (7,000원), 민트 (7,500원), 유자 (7,500원), 시나몬 (7,500원), 오레오 (7,500원), 달달모카스무디 (8,000원), 베리베리초코스무디 (8,000원), 달달초코스무디 (7,500원), 아메리카노 (5,500원), 카페라떼 (6,000원), 마카다미아라떼 (6,500원), 달달카페모카 (7,500원), 더치커피 (6,500원), 더치라떼 (7,000원), 밀크티 (7,000원), 녹차라떼 (7,000원), 얼그레이 (6,500원), 믹스베리 (6,500원), 유자차 (7,000원), 허니자몽티 (7,500원), 허니레몬티 (7,500원), 청포도 (7,500원), 자몽 (7,500원), 딸기 (7,500원), 딸기바나나 (8,000원), 딸기블루베리 (8,000원), 딸기라떼 (7,500원), 블루베리라떼 (7,500원), 녹차바나나스무디 (7,500원), 오렌지자몽 (8,000원), 자몽에이드 (7,500원), 레몬에이드 (7,500원), 오렌지에이드 (7,500원)",매일 10:30 ~ 24:00
로젯런던베이글,"제과,베이커리",4.5,366,"서울 강남구 테헤란로33길 20 1층
(지번) 역삼동 672-27",37.50318836,127.0391488,010-4405-5459,"플레인 베이글 (3,200원), 트러플 베이글 (4,400원), 잠봉뵈르 (8,500원), 연어샌드위치 (10,500원), 통밀 베이글 (4,000원), 잠봉샌드위치 (9,500원), 카야버터 (4,800원), 고소허니 (5,800원), 쏠트프레첼 (4,400원), 애브리띵 (3,800원), 크랜베리월넛 (4,200원), 쪽파베이글 (4,000원), 치즈올리브 (4,200원), 시나몬베이글 (3,800원), 어니언베이글 (4,000원), 햄치즈샌드위치 (9,500원)","영업시간 토,일 10:00 ~ 16:00"
뽕나무쟁이 선릉본점,"족발,보쌈",4.2,684,"서울 강남구 역삼로65길 31 1층
(지번) 대치동 896-5",37.50319953,127.0520012,02-558-9279,"모둠족발 (중) (42,000원), 모둠족발 (대) (47,000원), 모둠족발 (특대) (65,000원), 뽕족발 (중) (40,000원), 뽕족발 (대) (45,000원), 뽕족발 (특대) (63,000원), 양념족발 (중) (40,000원), 양념족발 (대) (45,000원), 양념족발 (특대) (63,000원), 쟁반막국수 (13,000원), 참치김치찌개 (10,000원)",매일 12:00 ~ 22:50
라비옥,갈비,3.7,357,"서울 강남구 테헤란로25길 42 2층
(지번) 역삼동 628-7",37.50334213,127.0349244,02-538-8592,"숯불 LA갈비 덮밥 (10,000원), 더 드림 덮밥 (12,000원), 숯불 LA갈비 정식 (15,000원), 매콤 비빔칼국수 정식 (15,000원), 랭 콩 칼국수 정식 (15,000원), 라비 로스구이 (180g) (20,000원), 라비양념구이 (200g) (20,000원), 눈꽃 진갈비 로스구이 (150g) (29,000원), 눈꽃 진갈비 양념구이 (170g) (29,000원), 얼큰 육개장 (12,000원), 용대리 황태탕 (12,000원), 완도 미역국 (12,000원), LA갈비 곰탕 (12,000원), 제부도 바지락 칼국수 (9,000원), 매콤 비빔 칼국수 (9,000원), 랭 콩 칼국수 (10,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 14:30 ~ 17:00
이도곰탕 본점,곰탕,4.1,345,"서울 강남구 논현로94길 29-5
(지번) 역삼동 671-17",37.50335068,127.038434,02-569-0524,"곰탕 (13,000원), 특곰탕 (16,000원), 쌀면곰탕 (13,000원), 수육 (49,000원), 툭쌀면곰탕 (16,000원)","토,일 10:00 ~ 21:00"
호또치킨 강남본점,치킨,3.2,11,"서울 강남구 언주로93길 32-3 2층
(지번) 역삼동 672-30",37.50340332,127.0392093,02-555-0611,메뉴 없음,매일 16:00 ~ 04:00
정월,카페,3.4,530,"서울 강남구 강남대로102길 46 1층
(지번) 역삼동 618-21",37.50365972,127.0286266,02-6013-0926,"에스프레소 (4,500원), 아메리카노 (6,000원), 아인슈페너 (7,500원), 플랫화이트 (6,500원), 카페라떼 노멀 (6,500원), 카페라떼 헤이즐넛 솔트 (7,000원), 카페라떼 바닐라 (7,000원), 핸드드립 (7,500원), 말차라떼 (7,000원), 말차아인슬패너 (8,000원), 말차샷라페 (7,500원), 밀크티 (7,500원), 기라델리 쇼콜라 (7,000원), 녹차유자 (6,500원), 녹차수국 (6,500원), 녹차민트 (6,500원), 녹차레몬 (6,500원), 복숭아에이드 (7,000원), 라임민트에이드 (7,000원), 엘더플라워에이드 (7,000원)",매일 12:00 ~ 22:00
복돈이가마솥순대국,순대,3.1,133,"서울 강남구 테헤란로37길 22 1층
(지번) 역삼동 674-15",37.50370318,127.0405129,02-501-0777,"순대국 (10,000원), 술국 (22,000원), 오징어순대 (20,000원), 편백수육 (30,000원), 편백모둠수육 (30,000원), 편백모둠순대 (30,000원), 순대만 (10,000원), 내장만 (11,000원), 고기만 (10,000원), 편백순대국정식 (15,000원), 얼큰순대국 (11,000원), 뼈해장국 (11,000원), 오징어직화구이 (15,000원), 얼큰술국 (24,000원), 감자탕(중) (38,000원), 감자탕(대) (48,000원), 오소리감투 (15,000원), 순대국(특) (12,000원), 얼큰순대국(특) (13,000원), 편백모둠순대(1/2) (15,000원)",일 00:00 ~ 22:00
벙커616,카페,3.5,90,"서울 강남구 강남대로110길 34 지하2층
(지번) 역삼동 616-5",37.50374186,127.0276204,02-538-0708,"아메리카노 (6,000원), 카페라떼 (7,000원), 아메리카노사이즈업 (9,000원), 플랫화이트 (7,000원), 바닐라라떼 (7,500원), 돌체라떼 (7,500원), 카라멜라떼 (7,500원), 아인슈페너 (7,500원), 아몬드슈페너 (8,500원), 벙커슈페너 (9,000원), 녹차라떼 (7,500원), 초코라떼 (7,500원), 밀크티 (8,000원), 멜론라떼 (7,500원), 망고라떼 (7,500원), 샤인머스켓에이드 (8,000원), 망고에이드 (8,000원), 복숭아에이드 (8,000원), 딸기에이드 (8,000원), 레몬에이드 (8,000원), 자동에이드 (8,000원), 얼그레이티 (8,000원), 카모마일 (8,000원), 페퍼민트 (8,000원), 루이보스 (8,000원), 자스민 (8,000원)",매일 12:30 ~ 20:00
할스,양식,4.2,19,"서울 강남구 언주로93길 32-8
(지번) 역삼동 672-32",37.50376452,127.0392535,02-501-9257,"Garlic Chicken with Fried Rice (10,000원), Garlic Chicken with Fried Rice Set (12,000원), Hamburger with Fries (10,000원), Hamburger with Fries Include Drinks (12,000원), Americano(HOT) (4,000원), Latte(HOT) (5,000원)",일요일
원조원주추어탕 강남본점,추어,3.5,139,"서울 강남구 강남대로110길 6
(지번) 역삼동 809-1",37.50403923,127.0254479,02-557-8647,"갈아서추어탕 (13,000원), 통마리추어탕 (14,000원), 전복추어탕 (19,000원), 전복구이 (35,000원), 미꾸라지튀김 (13,000원), 메기매운탕 (소) (40,000원), 메기불고기 (소) (60,000원)",일요일
피양콩할마니,한식,3.2,399,"서울 강남구 삼성로81길 30 1층
(지번) 대치동 894-14",37.50410987,127.055241,02-508-0476,"콩비지 (12,000원), 김치콩비지 (12,000원), 버섯콩비지 (13,000원), 무콩비지 (12,000원), 만두국 (13,000원), 피양접시만두 (10,000원), 콩국수 (13,000원), 비지전골 (중) (40,000원), 만두전골 (중) (40,000원), 수육 (43,000원), 보쌈 (53,000원), 모듬전 (39,000원), 녹두지짐 (22,000원), 감자지짐 (17,000원)",매일 11:30 ~ 22:00
루프808,카페,4.2,313,"서울 강남구 강남대로 470 808타워 16층
(지번) 역삼동 808",37.50432935,127.0250612,02-3452-8088,"잠발라야라이스 (32,000원), 트러플 까르보나라 (27,000원), 양갈비 스테이크 (37,000원)","토,일 11:00 ~ 24:00"
별양집,"곱창,막창",4.4,122,"서울 강남구 테헤란로43길 17 지하1,1층
(지번) 역삼동 700-33",37.5044034,127.0436612,02-501-2937,"특양구이 (170g) (43,000원), 대창구이 (200g) (42,000원), 곱창구이 (150g) (42,000원), 양밥 (23,000원), 곱창전골 中(2~3인분) (64,000원), 대창덮밥 (점심특선) (15,000원), 갈비덮밥 (점심특선) (19,000원), 홍창구이 (180g) (42,000원), 양념소갈비 (250g) (58,000원), 부추된장찌개 (5,000원), 양곰탕(점심특선) (17,000원)",매일 11:30 ~ 05:00
반룡산,냉면,4,245,"서울 강남구 테헤란로78길 26 1층
(지번) 대치동 894-4",37.50446632,127.055805,02-3446-8966,"회냉면 (13,000원), 비빔냉면 (12,000원), 육수냉면 (12,000원), 섞음면 (13,500원), 가릿국밥 (12,000원), 함흥식녹말국수 (14,000원), 왕만두 (12,000원), 제육(반접시) (18,000원), 가자미식해 (30,000원), 새우장 (25,000원), 오징어순대 (45,000원), 코다리찜 (30,000원)","토,일 11:00 ~ 21:30"
고메고매 선릉본점,"육류,고기",3.4,717,"서울 강남구 삼성로85길 38 지하1층
(지번) 대치동 891-28",37.50461813,127.0542745,02-555-9567,"투뿔 살치살 (150g) (52,000원), 투뿔 특수부위 (150g) (48,000원), 투뿔 꽃등심 (150g) (45,000원), 투뿔등심 (150g) (39,000원), 투뿔 차돌박이 (150g) (32,000원), 투뿔 육회 (200g) (30,000원), 투뿔 한우모둠 (450g) (98,000원), 항아리 삼겹살 (170g) (15,000원), 한항아리 (3~4인분) (49,000원), 항아리 항정살 (170g) (17,000원), 돼지양념갈비 (200g) (15,000원), 소양념갈비 (200g) (22,000원), 소생갈비 (250g) (28,000원), 양념갈비 모둠 (4인분) (68,000원), 소갈비 모둠 (4인분) (89,000원), 이천쌀밥 정식 (10,000원), 두루치기 정식 (12,000원), 한우 불고기 정식 (15,000원), 곱창전골 (1인분) (15,000원), 한우 불고기 (1인분) (16,000원)",일요일
미랑,"육류,고기",3.8,550,"서울 강남구 테헤란로51길 10 정다운빌딩 2층 201호
(지번) 역삼동 705",37.50477551,127.0469745,02-538-5002,"프리미엄 양갈비(1인) (43,000원), 최상급 양갈비(1인) (32,000원), 양등심(1인) (30,000원), 양갈비살(1인) (29,000원), 보양식 양전골 (25,000원)",일 13:00 ~ 22:50
두레국수,국수,3.7,109,"서울 강남구 언주로98길 14 1층
(지번) 역삼동 700-19",37.50484403,127.0428242,02-552-7456,"두레국수 (10,000원), 비빔국수 (10,000원), 곱창전골 (1인분) (19,000원), 소고기야채전골 (1인분) (19,000원), 골뱅이파무침 (23,000원)",일요일
참치그라,참치회,4,21,"서울 강남구 선릉로93길 22 대흥빌딩 3층
(지번) 역삼동 697-45",37.5049886,127.0467433,02-538-7234,"참치 특스페셜（40pcs） (60,000원), 참치 골드스페셜（41pcs） (80,000원), 참치 다이아스페셜（42pcs） (100,000원)","월,화,수,목,금,일 15:30 ~ 23:00"
그때그집족발파전,"족발,보쌈",4.3,18,"서울 강남구 삼성로82길 5 1층
(지번) 대치동 957-32",37.5051262,127.0582671,02-553-4959,"족발 (48,000원), 파전 (28,000원)","토,일 14:00 ~ 23:00"
개성집,삼겹살,3,38,"서울 강남구 봉은사로1길 6
(지번) 논현동 201-1",37.50525959,127.0252472,02-547-8526,"삼겹살(180g) (17,000원), 목살(180g) (17,000원), 고추장삼겹살(180g) (17,000원), 돼지갈비(200g) (17,000원), 버섯불고기(200g) (20,000원)",매일 00:00 ~ 24:00
난장캠프,"육류,고기",4,372,"서울 강남구 강남대로114길 10 2층
(지번) 논현동 198-3",37.505752,127.0251993,02-516-1446,"난장스페셜 A (140,000원), 난장스페셜 B (130,000원), 난장세트 A (82,000원), 난장세트 B (70,000원), 난장세트 C (65,000원), 커플세트 (52,000원), 참숯초벌 삼겹살 (180g) (17,000원), 참숯초벌 목살 (180g) (17,000원), 참숯초벌 항정살 (150g) (17,000원), 양념항정살 (150g) (17,000원), 이베리코소세지 1pc (6,000원), 부채살 (160g) (30,000원), 왕새우구이 (250g) (23,000원), 추억의 도시락 (5,000원), 반합라면 (4,000원), 짜파게티 (5,000원), 난장샐러드 (8,000원), 얼큰해물라면 (6,000원), 돼지섞어찌개 (10,000원)",일요일
청평갈비,갈비,4.1,75,"서울 강남구 봉은사로1길 16 1층
(지번) 논현동 184-31",37.50587658,127.0249417,02-547-6857,"꽃등심 (58,000원), 생등심 (51,000원), 주물럭등심 (51,000원), 소갈비 (51,000원), 차돌박이 (38,000원), 갈비살 (28,000원), 생불고기 (22,000원), 육회 (36,000원), 돼지갈비 (20,000원), 생삼겹살 (19,000원), 대패삼겹살 (18,000원), 곱창전골 (중) (49,000원), 무진장매운갈비찜 (27,000원)",매일 00:00 ~ 24:00 · 휴게시간 매일 16:00 ~ 17:00
경천애인2237 삼성본점,"육류,고기",4.2,110,"서울 강남구 테헤란로 421 암천빌딩 3층
(지번) 삼성동 142-46",37.50598917,127.0525322,02-553-2237,"경애등.안.채 (54,500원), 특안심 (58,800원), 꽃등심 (57,500원), 일품 채끝 (57,500원), 소갈비살 (59,500원)",일요일
송포갈비 논현본점,갈비,4.3,180,"서울 강남구 강남대로112길 33 1층
(지번) 논현동 197-20",37.50606587,127.0270269,02-515-8488,"양념갈비 (1인분) (19,000원), 생갈비 (1인분) (19,000원), 비빔냉면 (8,000원), 된장찌개 (8,000원)","토,일 16:00 ~ 22:00"
삼정하누 역삼본점,한정식,4.1,12,"서울 강남구 봉은사로26길 12 1층
(지번) 역삼동 605-22",37.50607776,127.0330709,02-501-3834,"샤토브리앙(150g) (58,000원), 꽃등심(300g) (116,000원), 채끝(300g) (104,000원), 로스등심(200g) (66,000원), 안심추리(150g) (48,000원), 살치살(200g) (77,000원), 안창살(200g) (92,000원), 토시살(200g) (77,000원), 스페셜양념등심(200g) (66,000원)","토,일 12:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00"
김돈이 본점,"육류,고기",4.2,485,"서울 강남구 선릉로94길 9
(지번) 삼성동 140-29",37.50610681,127.0492459,02-558-5256,"흑도새기(600g) (63,000원), 흑추가(400g) (42,000원), 백도새기(600g) (57,000원), 백추가(400g) (38,000원), 통가브리(200g) (21,000원), 두껍데기(120g) (9,000원), 강수김치찌개국밥 (13,000원), 김치찌개 (10,000원), 냉면(물/비) (8,000원), 누룽지 (4,000원), 연탄고등어구이 (10,000원), 오징어볶음 (10,000원), 제육볶음 (10,000원), 계란말이 (10,000원)",일요일
부타이 1막,일식,3.9,749,"서울 강남구 테헤란로88길 22 지하1층
(지번) 대치동 956-6",37.50617119,127.0600452,02-544-8422,"모리아와세카츠 (32,000원), 로스카츠 정식 (14,000원), 히레카츠 정식 (15,000원), 히레 카츠산도 (14,000원), 키마카레 (11,000원), 치즈 키마카레 (13,500원), 로스 카츠산도 (13,000원), 감태 소바마끼 (13,000원), 에비후라이(1pcs) (2,500원), 에비로스카츠정식 (18,500원), 에비히레카츠정식 (19,500원), 마제소바(기본) (11,000원), 마제소바(매운맛) (12,000원)",매일 11:15 ~ 20:20 · 휴게시간 매일 15:00 ~ 17:00
후지,일식집,4.8,88,"서울 강남구 삼성로86길 23 1층
(지번) 대치동 943-17",37.50618592,127.0592404,02-565-0321,"대게정식 (130,000원), 대게코스(1인) (200,000원), 킹크랩코스(1인) (230,000원), 사시미 오마카세 (350,000원), 사시미 VIP 코스 (250,000원), 특사시미 (200,000원), 혼마구로 사시미 (180,000원), 스시오마카세코스 (150,000원), 사시미A코스 (160,000원), 사시미B코스 (140,000원), 사시미정식 (100,000원), 점심코스 - 대게 정식 (130,000원), 점심코스 - 런치 스시오마카세 (100,000원), 점심코스 - 사시미 정식 (100,000원)",매일 11:30 ~ 22:00
통영집,회,3.8,43,"서울 강남구 선릉로 527 1층
(지번) 역삼동 696-31",37.50649662,127.0474002,02-562-9277,"모듬회세꼬시(1人) (60,000원), 특모듬회(1人) (70,000원), 도다리세꼬시(1人) (78,000원), 생홍어회 (100,000원), (여름보양별미)민어회(1人) (78,000원), (여름보양별미)민어전 (7,000원)",일요일
하레이자카야,일본식주점,4.3,175,"서울 강남구 영동대로85길 38 지하 1층
(지번) 대치동 944-25",37.50663656,127.0605796,02-563-1289,메뉴 없음,일요일
잇쇼우,"돈까스,우동",3.8,125,"서울 강남구 선릉로 524 선릉대림아크로텔 1층 109호
(지번) 삼성동 140-4",37.50665507,127.0483862,02-567-2082,"잇쇼우 스페셜 정식 세트 (15,000원), 잇쇼우 정식 (14,000원), 붓가케 정식 (14,000원), 잇쇼우 우동 (9,000원), 텐붓가케 우동 (12,000원), 붓가케우동 (9,000원), 자루우동 (9,000원), 수제생등심돈가스 (12,000원), 수제생안심돈가스 (15,000원), 김치가츠나베 (12,000원), 가츠돈 (11,000원), 새우튀김 (5마리) (12,000원), 냉소바 정식 (14,000원), 냉소바 (10,000원), 자루소바 정식 (14,000원), 자루소바 (9,000원), 온소바 정식 (14,000원), 온소바 (10,000원)",일요일
애니홀,이탈리안,4.2,43,"서울 강남구 테헤란로77길 11-10 소망빌딩1층
(지번) 삼성동 143-12",37.50707691,127.0536244,02-563-3433,"알리오올리오 (13,000원), 날치알&새우크림파스타 (14,500원), 버섯크림리조또 (14,000원), 직화쭈꾸미덮밥 (13,000원), 치킨퀘사디아 (16,500원), 감바스알하이요 (19,000원), 직화쭈꾸미&소면 (20,000원), 골뱅이&소면 (20,000원), 모듬포 (22,000원), 파티플래터 (32,000원), 리코타치즈샐러드 (13,500원), 포모도로 (12,500원), 까르보나라 (14,000원), 치킨아라비아따 (14,500원), 해물짬뽕파스타 (14,500원), 게살커리리조또 (14,500원), 해물토마토리조또 (14,500원), 케이준치킨샐러드 (12,500원), 크리스피치킨 (19,000원), 토마토카프레제 (17,000원), 치즈플래터 (24,000원), 까르보떡볶이 (16,000원), 먹태구이 (18,000원), 나쵸&살사 (8,000원), 후라이드포테이토 (9,000원), 쥐포&땅콩 (14,000원), 모듬소세지 (18,500원)","토,일요일"
포크댄스(Pork Dance),한식,4.1,103,"서울 강남구 강남대로118길 31 지하1층
(지번) 논현동 182-19",37.5071036,127.0256359,02-2038-7200,"대한민국 특급 삼겹 듀오(삼겹살, 오겹살) 200g (15,900원), 한돈특수부위(뽈살,담백살) 200g (15,900원), 김치토마토스튜 (13,900원), 트러플볶음밥 (8,900원), 스팸순두부 된장술찌개 (13,900원), 8mm 이불껍데기 200g (9,900원)",매일 16:00 ~ 24:00
후문포차,실내포장마차,4.5,123,"서울 강남구 강남대로120길 28 1층
(지번) 논현동 182-31",37.50738458,127.0258232,02-3445-0701,"낙지볶음 (23,000원), 부대전골 (20,000원), 고등어구이 (15,000원), 임연수구이 (16,000원), 파전 (23,000원)",매일 18:00 ~ 03:00
